,#Reviews,developer
7383,13,
7384,36,
7385,29,Steel Arts
7386,80,shabi
7387,44,Sciman101
7388,605,Big Bad Wolf
7389,12,Toxic Games
7390,382,Squad
7391,330,Toxic Games
7392,"1,568",SeithCG
7393,34,KING Art
7394,10,EHTechnology
7395,23,For Kids
7396,44,MassHive Media
7397,15,Andeolab
7398,37,Dudarev Alexandr Vladimirovich
7399,723,Frogsong Studios AB
7400,508,Ice Flames
7401,127,WoahStudiosus
7402,12,Bearcat Games
7403,51,AMPLITUDE Studios
7404,28,AMPLITUDE Studios
7405,542,Dominique Grieshofer
7406,105,Roman Glebenkov
7407,331,Indefatigable
7408,15,Hayali
7409,10,Danl2o2o
7410,46,BeetleFish Studios
7411,16,VeaTryzLon-ZeGod
7412,40,Eggon Srl
7413,21,Simulators Live
7414,15,Nicholas Rizzo
7415,27,Hannibal Stuff
7416,18,"Nikita ""Ghost_RUS"""
7417,12,
7418,28,凝冰剑斩
7419,25,Sangwoon Jin
7420,14,evlavv_studio
7421,"10,849",Scavengers Studio
7422,13,
7423,99,Träumendes Mädchen
7424,51,Zydrone
7425,55,
7426,25,Tiny devbox
7427,14,Creobit
7428,37,YANEURAGAMES
7429,122,Supra Games
7430,68,Xigma Games
7431,122,Endless Void Studios
7432,16,New Vector Gaming
7433,10,whoopsGames
7434,16,Pill Bug Interactive
7435,19,JesterJoker
7436,10,Daniel Michaneck
7437,13,
7438,287,
7439,68,One Wing Cicada
7440,139,CREATIVE ASSEMBLY
7441,26,Pixel Wizards
7442,33,"Little Moth Games, Akupara Games"
7443,13,crowgames UG (haftungsbeschränkt)
7444,149,Noble Muffins
7445,156,
7446,155,Eat Create Sleep
7447,222,Fatshark
7448,"17,857",Fatshark
7449,143,
7450,46,Gerd Kortemeyer et al.
7451,19,crowgames
7452,605,DryGin Studios
7453,13,XoDupo
7454,111,"Corn Fed Games, LLC."
7455,"1,051",Paradox Development Studio
7456,24,Idol FX
7457,303,Hong Kong Netease Interactive Entertainment Limited
7458,69,MoeNovel
7459,30,Tamsoft
7460,33,Antimatter Games
7461,50,Graven Visual Novels
7462,23,Donbass Games
7463,"1,904",
7464,98,
7465,12,BGIXED
7466,"10,655",Shiro Games
7467,622,Amanita Design
7468,23,
7469,11,Cardboard Keep
7470,910,Mighty Games
7471,15,Trion Worlds
7472,78,Studio Oleomingus
7473,31,Household Games Inc.
7474,31,Slightly Mad Studios
7475,36,Mykel Flynn
7476,148,Brain Seal Ltd
7477,53,"Pinhead Games, AAlgar Productions"
7478,16,
7479,36,Tiny Bull Studios
7480,36,NyberRoar Interactive
7481,79,Anatoliy Loginovskikh
7482,86,Lapioware
7483,"1,157",Ludosity
7484,27,Hitbear Studio
7485,14,Ripknot Systems
7486,29,Chris Holtshouser
7487,11,Overimagined Games
7488,27,
7489,"4,615",The Behemoth
7490,15,Alien Nude LTD
7491,44,Scarecrow Arts
7492,13,Ripknot Systems
7493,11,TERNOX
7494,15,Paper Pirates
7495,19,DarkEvilGames
7496,25,SpeedLittleFox
7497,18,Ironbell
7498,739,Pragmatix Ltd
7499,39,Among Giants
7500,739,"Crazy Monkey Studios, Claeysbrothers"
7501,20,
7502,26,
7503,23,Realmforge Studios
7504,11,
7505,"1,126",Crackshell
7506,43,Colorfiction
7507,11,Lospi
7508,13,
7509,237,Big Boat Interactive
7510,58,Chris Antoni
7511,59,ShanghaiWindy
7512,47,AsicxArt
7513,21,オートリ電子
7514,64,CSM
7515,13,
7516,29,Lone Artisan Games
7517,51,Punch Punk Games
7518,76,Galactic Gaming Guild
7519,564,Sunfire Software
7520,54,Arc System Works
7521,213,"Dim Bulb Games, Serenity Forge"
7522,15,Marcin Skierski
7523,10,Ripknot Systems
7524,29,Screwdriver and Pigeons
7525,10,"Nikita ""Ghost_RUS"""
7526,44,anchor Inc.
7527,130,anchor Inc.
7528,736,"Voidpoint, LLC"
7529,13,Static City Games
7530,"197,660","Daybreak Game Company, NantG"
7531,21,Felip Guimerà
7532,61,"Future Tech Lab Co.,Ltd."
7533,13,NS STUDIO
7534,37,Toydea Inc.
7535,"4,789",Ghost Ship Games
7536,11,Ghost Ship Games
7537,78,Ghost Ship Games
7538,17,Polar Night Games
7539,73,3dinvis games
7540,61,Lienzo
7541,"2,494","IDEA FACTORY, COMPILE HEART, TAMSOFT"
7542,208,Blue Wizard Digital
7543,"1,125","Sonic Team, Bitbaboon"
7544,28,Vladimir Maslov
7545,11,Ardi Studio
7546,121,Milestone S.r.l.
7547,15,OmaeDev
7548,20,Volcanicc
7549,27,Dovetail Games
7550,111,"KING Art, upjers"
7551,16,Tonguç Bodur
7552,27,Anime squad
7553,137,Extreme Developers
7554,"9,532",
7555,21,Humble Hearts LLC
7556,91,Stuka Games Inc
7557,24,Abdullah Firat
7558,140,Stegersaurus Software Inc.
7559,12,Triverske
7560,126,adnzzzzZ
7561,29,Heero
7562,16,
7563,99,
7564,13,SashaNyasha
7565,335,DOG HOGGLER
7566,60,Tarsier Studios
7567,32,Bryan Tabor
7568,10,
7569,27,Digital Bento
7570,126,Bubble
7571,11,Red Dolphin Games
7572,643,"KADOKAWA CORPORATION, Active Gaming Media Inc."
7573,496,Another Story
7574,87,inbetweengames
7575,11,Render System
7576,32,GrayTower
7577,136,Andy Sztark
7578,16,Brave Giant LTD
7579,"16,731",Crytek
7580,119,Orange_Juice
7581,12,Smelter
7582,"1,087",Monkeys Lab.
7583,41,MUVGAMES
7584,"1,115",Paradox Development Studio
7585,30,BeagleGames
7586,22,kuklam studios
7587,25,CHENJINDING
7588,505,"Mediatonic, Flaming Fowl Studios"
7589,15,
7590,23,KADOKAWA
7591,126,Steve Gal
7592,10,"Team17 Digital Ltd, Mouldy Toof Studios"
7593,171,"upjers, KING Art"
7594,15,Ian MacLarty
7595,43,XLGAMES.Inc
7596,30,G-TraX
7597,19,"NetherRealm Studios, QLOC"
7598,19,Joni Bäckström
7599,741,Foxoft
7600,28,JibbyJib
7601,16,For Kids
7602,130,Matthew Brown
7603,83,Red Dot Games
7604,"1,224",Hi-Rez Studios
7605,258,Gem Rose Accent
7606,15,Bug-meister production
7607,108,Yai Gameworks
7608,34,Night-time Sheep
7609,23,aburasobabiyori
7610,168,The Station
7611,11,Evan Rogers
7612,45,Deqaf Studio
7613,16,Tellurion Mobile
7614,13,Ok De
7615,13,
7616,138,ALICE IN DISSONANCE
7617,27,DRUNKEN APES
7618,25,Guami Games
7619,26,Totally Normal Creature
7620,39,Zetsubou
7621,10,Dark Gaia Studios
7622,26,Snkl Studio
7623,72,Onion Soup Interactive
7624,68,takayakata
7625,19,"Biological Systems Modeling, Alternative Software"
7626,554,"CreSpirit, Storia, Narrator"
7627,22,Lion's Shade
7628,15,Norn / Miel
7629,33,Argent Games
7630,10,Red13Indie
7631,37,Chilla's Art
7632,17,"Stefan Stankovic, Nikola Lackovic"
7633,163,Julian Edison
7634,22,MyACG Studio
7635,11,HermanS YS
7636,15,ARGames
7637,14,
7638,16,Flat Cat Games
7639,18,Motiro
7640,19,SoyeR
7641,620,Nihon Falcom
7642,80,Volha
7643,37,MyACG Studio
7644,12,
7645,136,Piece of Cake studios
7646,13,SimProse Studios
7647,11,CSM
7648,64,Xform
7649,11,CASGames
7650,20,Lucas Molina
7651,121,Think Inside The Box
7652,48,ReaverGames Ltd.
7653,79,Copychaser Games
7654,46,Cloak and Dagger Games
7655,32,橙光游戏
7656,17,橙光游戏
7657,47,Extra Dimension
7658,"2,281",Atelier 801
7659,235,Kwebbelkop
7660,11,
7661,35,For Kids
7662,508,Sluggerfly
7663,192,Saber Interactive
7664,234,Masterbrain Bytes GmbH &amp; Co. KG
7665,59,TAITO CORP.
7666,162,Over The Moon
7667,27,Uri Games
7668,220,Milestone S.r.l.
7669,"5,310","KOEI TECMO GAMES CO., LTD."
7670,27,Independent Arts
7671,14,Ripknot Systems
7672,81,"KOEI TECMO GAMES CO., LTD."
7673,10,Eathrabaria
7674,49,TeamTrap
7675,35,Pippala Games
7676,10,Tin Man Games
7677,69,LIV Inc
7678,35,Ominous Entertainment
7679,11,Vyacheslav Shilikhin
7680,52,"LRDGames, Inc."
7681,20,Klei Entertainment
7682,17,Ritual Games
7683,49,Pixel Island
7684,10,Choice of Games
7685,409,MercuryStudio
7686,22,Gametroleum
7687,11,FeelThere
7688,41,FeelThere
7689,"1,920",D.K Studio
7690,22,Team DYO
7691,143,Damian Schloter
7692,29,
7693,669,Dapper Penguin Studios
7694,486,RageSquid
7695,53,Bilge Kaan
7696,36,Onyx Lute
7697,23,TPP Studio
7698,96,蔷薇千墨游戏组
7699,100,Team Junkfish
7700,34,"Rusty Moyher, Matt Grimm"
7701,14,Next Zen Mechanics Limited
7702,342,Playwood Project
7703,26,CYBERPHO
7704,70,Gears for Breakfast
7705,66,GUTS Department
7706,135,All Yes Good
7707,40,Zack Wood
7708,388,
7709,264,SIGONO INC.
7710,27,Mike Bushell
7711,42,Magic Notion Ltd
7712,25,Dragon Emperors
7713,15,Maris Ozols
7714,10,"Adventure Mob, Corbomite Games"
7715,14,RewindApp
7716,106,teamCOIL
7717,22,KicklessGame
7718,12,
7719,11,PopTea Games
7720,14,"Zhu Feng, Liu Fang"
7721,54,Arnold Rauers
7722,10,Time Stop Interactive
7723,193,HL-Galgame
7724,817,Misc Games
7725,17,
7726,943,CyberConnect2
7727,99,Long Hat House
7728,103,Captain Games
7729,35,Gravity Well Studios
7730,12,Blender Games
7731,17,Red Dolphin Games
7732,213,九鼎工作室
7733,877,
7734,462,Fourattic
7735,"1,268",Lavaboots Studios
7736,38,"Nikita ""Ghost_RUS"""
7737,31,Evil Objective
7738,14,Game Kombinat
7739,227,Tolga Ay
7740,"2,436","Valkyrie Entertainment, LLC"
7741,75,Mohsin Rizvi
7742,44,Crisp App Studio
7743,62,Chautauqua Software
7744,23,LB
7745,25,zoocros
7746,27,Jam
7747,47,Mazen Games
7748,141,
7749,46,Initiative Games
7750,21,Hook Echo Software
7751,54,MyACG Studio
7752,19,Creobit
7753,41,Kimi Karri
7754,"1,022",Total Mayhem Games
7755,20,LillyWelland inc.
7756,269,Gavra Games
7757,10,Weckr Industries
7758,262,Dawntrail Entertainment
7759,11,AdroVGames
7760,12,北京九鳳信息科技有限公司
7761,44,Greenolor Studio
7762,203,HL-Galgame
7763,18,disfactNoir
7764,21,For Kids
7765,"4,453",KK Game Studio
7766,11,Dovetail Games
7767,"1,358",Square Enix
7768,"6,506",Bulkhead Interactive
7769,42,Bulkhead Interactive
7770,33,
7771,10,"Stardock Entertainment, Oxide Games"
7772,57,"Yunus Ayyildiz, Ozan Çelik"
7773,34,Pirotexnik
7774,"1,736",Priority Interrupt
7775,25,"IndieLip, Dmitriy Uvarov"
7776,21,"Online Vision, Divertic"
7777,12,FIFTYTWO
7778,114,"Silverware Games, Inc."
7779,40,Flatingo
7780,14,"Elias Viglione, Jussi Kukkonen"
7781,13,Team D.T.R.
7782,471,Cold Beam Games
7783,367,
7784,70,Spiderweb Software
7785,20,
7786,34,"Fully Illustrated, Darkwind Media"
7787,32,Stately Snail
7788,12,
7789,600,Flashbulb
7790,60,Fun Punch Games
7791,29,waterxmelon
7792,85,RAZAR s.r.o.
7793,12,Loot Inside
7794,42,
7795,46,Disturbing Excitement
7796,33,Uri Games
7797,23,ODev
7798,19,Manufacture 43
7799,17,Why Not Games
7800,690,Stormind Games
7801,18,CCP
7802,19,CCP
7803,54,
7804,149,
7805,34,Orange_Juice
7806,10,Vulkano Forge
7807,31,Red Dot Games
7808,59,polynation games ltd
7809,19,
7810,38,OneShark
7811,10,G. Malta
7812,40,CUTE ANIME GIRLS
7813,472,Victor Möller
7814,10,Ragdoll Inc
7815,317,10tons Ltd
7816,20,JoyBits Ltd.
7817,35,For Kids
7818,46,RhinoGearz
7819,39,Xefier Games Inc.
7820,"6,635",Arc System Works
7821,67,Arc System Works
7822,25,Arc System Works
7823,43,Arc System Works
7824,"2,074",Gaming Minds Studios
7825,14,Shattered Mirror
7826,42,Lizard Hazard Games
7827,15,Tsukinowa App.
7828,11,Laush Dmitriy Sergeevich
7829,40,MyACG Studio
7830,11,
7831,14,IM4A
7832,"3,208",Matt Makes Games Inc.
7833,35,Prime Games
7834,120,AMPLITUDE Studios
7835,16,Brave Giant LTD
7836,17,Virtual Top
7837,724,Shanghai huan zhen Info Tech Ltd
7838,15,Vladimir Maslov
7839,37,Brinemedia
7840,18,Sungift Games
7841,75,DanD
7842,205,Pony
7843,15,BIG WOOD GAMES
7844,12,
7845,631,Sandstorm Studios Inc.
7846,14,"Mind's Eclipse Interactive, LLC"
7847,96,CREATIVE ASSEMBLY
7848,11,"Arcen Games, LLC, Arcen Extended Team"
7849,40,Greg Sergeant
7850,80,Nihon Falcom
7851,24,AMPLITUDE Studios
7852,13,Perverse Games
7853,27,UNIOCS
7854,"73,289",
7855,156,VM World Studio
7856,142,Selo tech.corp.
7857,11,A Small Game AB
7858,13,Damsel Stone
7859,14,Ripknot Systems
7860,19,
7861,"1,330",CREATIVE ASSEMBLY
7862,11,Code Avarice
7863,966,Plukit
7864,"6,359","Outpost Games, Inc."
7865,21,Triggered Studios
7866,29,hf Production
7867,279,Wolfborg
7868,50,Capybara Games
7869,787,Joakim Sandberg
7870,199,JoyImpact
7871,223,"Arcen Games, LLC"
7872,15,unknown
7873,13,Scott Ethington
7874,25,MegaFun Games Ltd.
7875,99,MGAME Corporation
7876,16,Horrendous Games
7877,13,CSM
7878,20,Snkl Studio
7879,13,VitaliZelenyuk
7880,15,
7881,31,GaluluGame
7882,16,NLB project
7883,19,Corey Martin
7884,140,YETU GAME
7885,16,JDRumble
7886,60,Portal Entertainment
7887,172,Alda Games
7888,35,木子工坊
7889,10,"NCC Moore, Steve McRae"
7890,15,Buk Games
7891,10,
7892,50,
7893,20,
7894,144,Meteoric Games
7895,20,Just Trains
7896,76,Code Horizon
7897,18,StaffNavalny
7898,12,
7899,324,Picaresque Studio
7900,47,Jens P. Behrens
7901,53,MyACG Studio
7902,32,invwindy
7903,57,Zloy Krot Studio
7904,45,Big Kitty Games
7905,"1,870","CWave, Inc."
7906,16,EHTechnology
7907,147,Minus2
7908,16,PureFootball
7909,16,Astronomic Games
7910,13,Dan Fornace
7911,14,"Yuke's Co., LTD, Visual Concepts"
7912,33,"KOEI TECMO GAMES CO., LTD."
7913,31,"KOEI TECMO GAMES CO., LTD."
7914,21,
7915,358,"KOEI TECMO GAMES CO., LTD."
7916,115,Uri Games
7917,67,Easy game
7918,11,Laush Dmitriy Sergeevich
7919,31,
7920,68,Wallflower Games
7921,91,GoldFire Studios
7922,22,Onlyjoy`s production
7923,10,LaserStone
7924,31,
7925,84,Mehan Games
7926,14,Dogless Head Games
7927,27,Sonoshee
7928,10,Adaptive Game
7929,135,Pavel Kostin
7930,16,Meltdown Interactive Media
7931,17,EHTechnology
7932,24,"IndieLip, Dmitriy Uvarov"
7933,28,Akella
7934,49,AEL Entertainment
7935,37,CelleC Games
7936,29,CelleC Games
7937,13,Atriagames
7938,16,Sky Trail Ltd
7939,19,underDOGS Gaming Private Limited
7940,"2,084",Bitbox Ltd.
7941,53,
7942,43,Bitbox Ltd.
7943,17,Pikewin
7944,17,Thomson Interactive
7945,11,Stelex Software
7946,337,Mojiken Studio
7947,"1,296",Mojiken Studio
7948,16,kass-stwa
7949,13,
7950,69,Ambiera
7951,18,Coven Games
7952,96,NEKCOM Entertainment
7953,27,Hakan Tatar
7954,21,Blender Games
7955,860,Rusty Lake
7956,30,ChaoYe Liu
7957,54,Lost Goblin
7958,32,RewindApp
7959,50,Bullid Games
7960,10,lvkeai
7961,13,Iriya72
7962,10,
7963,"1,739",kikiyama
7964,47,NS STUDIO
7965,11,Four Winged Studio
7966,54,upjers
7967,141,upjers
7968,25,
7969,13,
7970,10,For Kids
7971,23,"Online Vision, Divertic"
7972,19,
7973,25,2645turquoise
7974,22,VDO Games
7975,18,NEKO WORKs
7976,16,bluffman
7977,39,Whiskeybarrel Studios
7978,31,
7979,12,Li Changchun
7980,159,"Chengdu Touch Times Technology Co., Ltd"
7981,11,Mass Creation
7982,14,
7983,16,GamersHype Productions
7984,43,"YummyYummyTummy, Mintsphere"
7985,683,"Jeff Nusz, Mindful Mammoth"
7986,43,Idyl
7987,41,Shoujo City Developer
7988,11,Laush Dmitriy Sergeevich
7989,212,Aleksandr Golovkin
7990,"1,234",黄昏フロンティア
7991,41,Reglest5 Games
7992,30,
7993,17,ALEKSANDER CHEPAIKIN
7994,37,"Nikita ""Ghost_RUS"""
7995,83,
7996,14,Phil Fortier
7997,16,Retro Army Limited
7998,10,"Oscar Ortigueira López, OrtiGames/OrtiSoft"
7999,25,INGAME
8000,196,Secret Level SRL
8001,693,Poolians.com
8002,12,彼岸领域
8003,"1,375",Trickjump Games Ltd
8004,35,Picorinne Soft
8005,196,杭州分浪网络科技有限公司
8006,57,ETGgames
8007,22,Fabio Cunha
8008,95,Datura Games
8009,90,Engin Mercan
8010,197,Danstarr13
8011,33,Shoho Games
8012,80,Dr_Crewcut
8013,10,LuteGames
8014,11,The Escape Team
8015,12,
8016,199,ebi-hime
8017,68,Eyebrow Interactive
8018,50,Bacq Stellan
8019,18,Ruaz.404
8020,"14,645",Northwood Studios
8021,11,Freshtrax
8022,165,PixelSoft
8023,15,FurGoldGames
8024,23,Perverse Games
8025,42,Old Keyboard
8026,15,Snkl Studio
8027,233,Raum Studio
8028,21,JustE A
8029,23,
8030,16,Narko Games
8031,60,VergeXGamer
8032,161,CharlieH
8033,76,Screenhit Studios
8034,10,
8035,17,
8036,35,Orange_Juice
8037,72,Argus Games
8038,365,内购人生
8039,54,
8040,668,北京九鳳信息科技有限公司
8041,53,RAZBAM
8042,586,
8043,19,Hollowings
8044,23,Dyrnwyn Games
8045,20,Kaan Bukusoglu
8046,46,
8047,10,34BigThings srl
8048,116,SP Digital Arts Inc.
8049,124,Hijong Park
8050,16,CASGames
8051,65,Subsoap
8052,128,Home Net Games
8053,20,Enter Name Here
8054,27,pixel.lu
8055,376,Soccer Manager Ltd
8056,16,
8057,14,Jonathan Rocha
8058,118,Wooden Shoes Games
8059,19,Dovetail Games
8060,76,
8061,17,Trokhin Viktor
8062,22,Forty Avenue games
8063,"1,311",ClockStone
8064,18,
8065,351,灰烬天国
8066,27,League of Geeks
8067,17,Ruffian Games
8068,16,Silver Cow Studio
8069,18,Russell Meakim
8070,916,Titans
8071,11,Alawar Friday's Games
8072,"761,549",PUBG Corporation
8073,134,AREA 35
8074,23,Deep Taiga
8075,124,Steel Arts
8076,13,
8077,12,
8078,111,Decent Software LLC
8079,38,Dranya Studio
8080,37,Sixteen Tons Entertainment
8081,203,Gameloft
8082,12,HorngYeuan Digital
8083,13,SergioPoverony
8084,23,
8085,"1,750",Doborog Games
8086,19,"NetherRealm Studios, QLOC"
8087,61,Freebird Games
8088,19,Axyos Games
8089,33,Slightly Mad Studios
8090,11,Helmi Bastami
8091,107,Noio
8092,58,Team Nekojishi
8093,"3,142",Gameloft
8094,215,Konstructors Entertainment
8095,36,
8096,12,Blender Games
8097,16,Draconus Entertainment Ltd
8098,12,Thrive Games
8099,528,Just Fishing LLC
8100,21,
8101,622,Juvty Worlds Ltd.
8102,184,5Wolf
8103,36,Assemble Entertainment
8104,47,Mysterytag
8105,65,Birdwall Games
8106,11,Vadim Silvestrov
8107,14,
8108,41,
8109,37,Wonderbox Games
8110,161,Arcupion Art
8111,97,Bae Team
8112,16,Eagle Dynamics SA
8113,11,Mikhail Melnikov
8114,14,Dexion Games
8115,11,Foxie Games
8116,30,Dovetail Games
8117,71,Idea Factory
8118,25,Runner Duck
8119,33,Runner Duck
8120,12,"World Entertainment Studios, LLC, McLeodGaming Inc."
8121,328,
8122,12,Deadpan Games
8123,13,Starodymov
8124,44,BlackMark Studio
8125,53,
8126,120,Loading Home
8127,224,ecoddr
8128,21,
8129,43,Team Train Frontier
8130,15,Diablohead
8131,18,Wonderbox Games
8132,37,Dev9k
8133,"1,124",Fiveamp
8134,118,Appliks Apps Studios
8135,23,Awesome Industries
8136,112,Nemega
8137,"3,581",Buried Signal
8138,284,"Team Fusion Simulations, 1C: Maddox Games"
8139,16,World-Loom
8140,699,UMEO Studios
8141,29,Choice of Games
8142,15,Green-eyed Taxi
8143,20,Open World Interactive
8144,18,Zinertek
8145,67,Veslo Games
8146,17,Dharker Studio
8147,18,CSM
8148,11,Codrer
8149,13,Gamera Interactive
8150,164,Steppe Hare Studio
8151,95,Quiet River
8152,10,"MyDreamForever, Dark Light Studio"
8153,"9,853",Numantian Games
8154,"15,360",Boneloaf
8155,199,Robot House
8156,726,Quiet River
8157,"2,029","Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC, Abstraction Games"
8158,16,
8159,30,EXAMU Inc.
8160,10,Berezka
8161,10,team ok LLC
8162,24,Dev Arc
8163,47,WayForward
8164,17,HeroCraft
8165,30,hyperboreanGames
8166,24,BufoProject
8167,21,
8168,11,Smart Tale Games
8169,11,Fury Software
8170,21,"Nikita ""Ghost_RUS"""
8171,22,Kacper Stasiełuk
8172,112,IdeaX
8173,"1,347",Dynamic Pixels
8174,34,Nerd Commando Game Studios
8175,162,Desert Owl Games LLC
8176,11,Wave Light Games Inc.
8177,17,FastRolling
8178,16,
8179,17,Chess no choke games
8180,255,Gameloft
8181,12,Evil Games Studios
8182,108,Zolden Games
8183,69,HeroCraft
8184,49,
8185,25,Phantom Pine Studios
8186,65,PikPok
8187,16,
8188,55,ShilohGames
8189,"10,450",Bennett Foddy
8190,354,Team Summer Nightmare
8191,16,Jean-Sébastien Nouveau
8192,14,M.J.H.X. Studio
8193,28,Bloom Digital Media
8194,469,"Nerial, Synaptic Insight Technology Systems"
8195,13,Backburner Games
8196,301,Hamsters Gaming
8197,12,
8198,14,
8199,47,AECRNIA
8200,174,SUPERHOT Team
8201,261,Grey Alien Games
8202,"1,362",Neko Climax Studios
8203,14,Neko Climax Studios
8204,197,Z-Software
8205,181,DesktopPaints LLC
8206,971,Archbears
8207,38,Simgames.ch
8208,12,Skyhook Games
8209,"2,245",Bohemia Interactive
8210,219,
8211,13,Black Lab Games
8212,30,SC Jogos
8213,594,"Leonard Menchiari, IV Productions"
8214,99,Polished Games
8215,29,Endless Loop Studios
8216,59,Fantasy Flight Games
8217,"7,826",Scott Cawthon
8218,12,
8219,60,Ricardo Pratas
8220,23,JustE AAN
8221,20,SacriFACE Studio
8222,169,"QLOC, DIMPS"
8223,47,"QLOC, DIMPS"
8224,21,
8225,196,Jakal Studios
8226,28,Northplay
8227,25,Paleontology
8228,168,Colossal Order Ltd.
8229,37,Colossal Order Ltd.
8230,29,Taco Truck Games
8231,78,
8232,13,@VincentLTower
8233,286,Falcon Development
8234,48,Eteru Studio
8235,13,Cateia
8236,48,
8237,12,Binary Souls
8238,17,"Defend the Cake, LLC"
8239,10,GoBit Games
8240,13,GoBit Games
8241,20,Entertainment Forge
8242,11,Tortishka
8243,19,Hosted Games
8244,"1,252",Hollowings
8245,11,
8246,129,Semicolon;
8247,13,Ynor
8248,83,Studio Monolith
8249,10,RewindApp
8250,951,Slug Disco Studios
8251,16,Standby
8252,20,Cyberlamb Studios
8253,33,Khor Chin Heong
8254,299,"IMGN.PRO, Fool's Theory"
8255,126,radio
8256,180,Actoz Soft
8257,37,David Ko
8258,17,橘喵喵
8259,57,Phil Fortier
8260,105,Halycon Media
8261,130,
8262,10,Dovetail Games
8263,295,Rocwise Entertainment
8264,12,Pixelsplit
8265,10,Lost the Game Studios
8266,80,"Relic Entertainment, Modern Combat Development Team, Black Sand Studios"
8267,275,Blitzkrieg Mod Team
8268,12,Circumlocutory Games
8269,31,
8270,92,Crisp App Studio
8271,28,Snap Finger Click
8272,"2,079","NetherRealm Studios, QLOC"
8273,86,Holistic Games
8274,20,FurGoldGames
8275,42,Brewsterland Studios
8276,129,"Asmodee Digital, Frima Studio"
8277,38,Serkan Bakar
8278,53,Dovetail Games
8279,17,Sky Coder
8280,14,
8281,12,
8282,294,Star Drifters
8283,15,
8284,111,Tower Up Studios
8285,35,TML-Studios
8286,51,TML-Studios
8287,20,
8288,119,KING Art
8289,18,Atriagames
8290,16,Titus Interactive
8291,10,XiNFiNiTY Games
8292,13,XiNFiNiTY Games
8293,85,Konstructors Entertainment
8294,15,Xefier Games Inc.
8295,31,
8296,12,foreverloops GmbH
8297,30,Halycon Media
8298,338,Angry Demon Studio
8299,551,Seventh Heart Studios
8300,94,Antimatter Games
8301,26,Ludo Land
8302,11,Daniel Wiitanen
8303,87,Neopica
8304,18,TSS Studio
8305,444,Illwinter Game Design
8306,28,
8307,23,Artalasky
8308,124,兔子放映部
8309,11,AIHASTO
8310,43,ChaoYe Liu
8311,13,"Storia, SimonCreative"
8312,28,AZAMATIKA
8313,94,UWILMOD
8314,557,"Rocketeer Games Studio, LLC"
8315,105,Allegorithmic
8316,13,Allegorithmic
8317,12,Roosh Interactive
8318,53,SuperTry Studios
8319,15,Green-eyed Taxi
8320,13,废材炼金术士
8321,16,"WolfShipGames Co., Ltd."
8322,13,Crystal Box Team
8323,12,"KirUn, algamedev, Alexander M"
8324,138,Abyss Gameworks
8325,39,Kiz Studios
8326,19,"Evgeny Apel, Pavel Rodionov, Ivan Ilchenko"
8327,"1,545",AutoAttack Games
8328,60,Magic and Mirrors
8329,31,
8330,65,Wurrad
8331,20,Eduard Kozadaev
8332,13,hede
8333,12,KADOKAWA
8334,23,Fullmetal Developer
8335,112,
8336,83,Loophole Interactive
8337,10,DynF/X Digital
8338,58,CSM
8339,27,CarX Technologies
8340,10,TSS Studio
8341,955,
8342,22,
8343,14,Narko Games
8344,14,34BigThings srl
8345,"2,533",CarX Technologies
8346,12,RewindApp
8347,70,"SNK CORPORATION, Code Mystics Inc."
8348,738,"Pieces Interactive, THQ Nordic"
8349,688,
8350,11,Musrka
8351,21,Norbert Palacz
8352,137,OfficialAndy
8353,34,Ben Allen
8354,63,Whirlpool
8355,11,Team Dogpit
8356,12,
8357,11,bottyann
8358,657,"Obsidian Entertainment, My.com"
8359,37,"Obsidian Entertainment, My.com"
8360,150,MOONSTONE
8361,"8,374",Konami Digital Entertainment
8362,12,
8363,15,Achpile
8364,13,Mikhail Melnikov
8365,38,Joure Visser
8366,175,Bmc Studio
8367,84,StarworkGC
8368,15,Educational Games
8369,61,"CINEMAX, s.r.o."
8370,10,TSS Studio
8371,72,Obsidian Entertainment
8372,66,Applava
8373,35,Torus Games
8374,"4,923",Unreal Software
8375,10,team BitClub
8376,31,Messier Games &amp; Animations
8377,134,Paradox Development Studio
8378,12,Paradox Development Studio
8379,161,Paradox Development Studio
8380,148,Tree Men Games
8381,30,Tomb Team
8382,191,
8383,16,Nifflas Games
8384,14,
8385,"1,515","Konami Digital Entertainment Co., Ltd"
8386,17,LongYou Game
8387,472,"C.U.M原创游戏, 幽兰工房"
8388,27,
8389,22,Heavy Spectrum Limited
8390,"3,784",上海アリス幻樂団
8391,68,SOFTSTAR ENTERTAINMENT INC.
8392,20,Deep Silver Volition
8393,"16,854",Mega Crit Games
8394,14,Happinet
8395,50,TML-Studios
8396,18,RDavis
8397,871,11 bit studios
8398,361,11 bit studios
8399,16,Totem Games
8400,45,George Batchelor
8401,27,
8402,27,"Nikita ""Ghost_RUS"""
8403,19,Artefacts Studio
8404,227,
8405,710,"TT Games, Feral Interactive (Mac)"
8406,51,"NetherRealm Studios, QLOC"
8407,44,"TT Games, Feral Interactive (Mac)"
8408,410,"TABOT, inc., Natsume Inc."
8409,22,GamePhase
8410,27,KaleidoGames
8411,10,Rocket Monster Games
8412,900,Microids
8413,12,Great War Team
8414,171,Double Dice Games
8415,125,"Eurocom, THQ Nordic"
8416,16,Vyacheslav Shilikhin
8417,26,Mykhail Konokh
8418,108,
