,#Reviews,developer
5384,388,"Grey Havens, LLC"
5385,267,Kokoko Soft
5386,159,SEGA
5387,21,KADOKAWA CORPORATION
5388,172,Dreamz Studio
5389,95,Transolar Games
5390,42,Frontier Developments
5391,161,Xaviant
5392,11,The World Outside
5393,32,"Batterystaple Games, Fire Hose Games"
5394,"2,625",Gaddy Games
5395,71,Lionmoon UG
5396,241,Studio Nanafushi
5397,82,Flat Chest Dev
5398,101,Erebus
5399,17,Amamori Lab
5400,75,BurningDust Games
5401,11,Primitive Studio
5402,21,SAFING
5403,160,Farsky Interactive
5404,15,Small Bros
5405,30,DanD
5406,"4,660",Define Human Studios
5407,61,Giant Evil Robot
5408,11,Yeli Orog
5409,25,Childish Things Ltd
5410,52,Dan Smith Studios
5411,11,Holospark
5412,12,Zazulin Alexander
5413,12,Zazulin Alexander
5414,16,
5415,20,mirzagame5
5416,118,AstroPenguin642
5417,669,Playsaurus
5418,58,MUIFWEGO
5419,76,"Independent Arts Software, upjers"
5420,13,Games From The Deep
5421,54,Llamasoft Ltd.
5422,101,Emir Cerimovic
5423,43,Climax Studios
5424,17,Jason Aldred
5425,16,Agent Mega
5426,13,Fairy Forest
5427,14,Jupiter Lighthouse Games
5428,12,no_rest
5429,11,Aragronks Games
5430,11,Madhouse Software
5431,44,DigiPen Press
5432,686,
5433,22,Koruka
5434,44,
5435,18,Aventy's team
5436,194,NHTV Breda University of Applied Sciences
5437,22,Suspicious Box
5438,590,"CAPCOM CO., LTD"
5439,308,LizardKing
5440,47,XGen Studios
5441,22,IguanaBee
5442,11,IPACS
5443,30,"Antimatter Games, Tripwire Interactive"
5444,120,Drakkar Dev
5445,90,Nihon Falcom
5446,166,NS STUDIO
5447,50,SCS Software
5448,33,Forged Chaos LLC
5449,19,Choice of Games
5450,22,Gold5Games
5451,78,Innocent Grey
5452,"1,782",上海杜昂网络科技有限公司
5453,23,Frontwing
5454,36,nitopu
5455,"1,331",KAGAMI WORKs
5456,42,Winter Bloom
5457,15,Petrodiy-Games
5458,12,Aurox Studios
5459,13,Benjy Bates
5460,29,Brimstone
5461,75,Lonely Boy Studio Inc.
5462,33,Marching Simulator
5463,10,Gamenesis
5464,16,Madowl Games
5465,50,Fntastic
5466,10,Codev Games
5467,42,Hollowings
5468,29,Red Dev Studio Sp. z o.o.
5469,18,Lost in the Garden
5470,36,
5471,"1,136",Trese Brothers
5472,21,Brwarner Studios
5473,12,
5474,10,Black Book Development
5475,12,
5476,35,Sleepy Duck
5477,57,Spooky Squid Games Inc.
5478,26,Xefier Games Inc.
5479,104,Team Navigator
5480,16,Date/Time
5481,73,Julian Henley
5482,46,Superstruct
5483,243,Netease Games
5484,13,
5485,19,"Tiny Rebel Games, Seed Studio"
5486,13,Crisp App Studio
5487,10,
5488,51,Jumb-O-Fun Games Inc
5489,16,Wamill
5490,239,Jonathan Wood
5491,13,Milepost Simulations
5492,152,Chibig
5493,88,"CAPCOM Co., Ltd."
5494,52,"CAPCOM Co., Ltd."
5495,31,
5496,14,Gamenesis
5497,42,Happy Snake
5498,60,Choice of Games
5499,"4,052",Payload Studios
5500,20,DillyFrame
5501,15,Jakub Klementewicz
5502,80,"Firecast Studio, Fableware Narrative Design"
5503,10,Simple Racing
5504,10,ShiinaYashiro
5505,21,Big Evil Corporation
5506,40,Studio Nihilominus
5507,16,Kimmo Lahtinen
5508,"2,239",Rati Wattanakornprasit
5509,29,Laplacian
5510,86,Games for May
5511,12,Tainted Games
5512,413,Game2Gather
5513,77,
5514,171,6 Eyes Studio
5515,18,Mikołaj Spychał
5516,390,PanicBarn
5517,261,離水三尺工作室
5518,31,離水三尺工作室
5519,12,Rainbow Leopard Studio
5520,50,Flyleap Studios
5521,660,ToastieLabs
5522,100,Argent Games
5523,12,VergeXGamer
5524,287,"PigDogGames,LLC"
5525,202,"AQURIA Co., Ltd."
5526,125,Astonia Reborn
5527,11,
5528,486,D3T
5529,65,Creative Storm Entertainment
5530,588,PixelFade Inc
5531,82,Lost Tower Games
5532,16,SaFiKiK
5533,19,302 Interactive
5534,20,Hentai.US
5535,58,"La’cryma, YAMAYURI GAMES"
5536,14,AsicxArt
5537,42,Roest
5538,13,Ominous Entertainment
5539,533,云wind
5540,47,ALTER-BOY
5541,785,Digital Confectioners
5542,648,Rebellion
5543,118,
5544,75,Studio Saizensen
5545,15,Lucid Games Ltd
5546,209,Runewaker Entertainment
5547,"1,817",Creepy Jar
5548,"17,225","Gamepires, Croteam"
5549,311,"Gamepires, Croteam"
5550,29,
5551,30,DIMPS
5552,186,Dymchick1
5553,22,Magitech Games
5554,12,Neotro Inc.
5555,232,npckc
5556,169,Starni Games
5557,15,Antizero company
5558,81,Norrman Brothers
5559,17,SEKTOR GAMES
5560,131,JMC Games
5561,108,КиКо
5562,10,UniSoft Games
5563,15,P.S.B (iNsOoL)
5564,20,Silver Lemur Games
5565,76,t&amp;T Studios
5566,18,Pocket Trap
5567,99,Planet Alpha ApS
5568,10,Gisa Ferreira
5569,32,"Spike Chunsoft Co., Ltd., Abstraction Games"
5570,189,上海アリス幻樂団
5571,17,11V6BA
5572,29,"CAPCOM Co., Ltd."
5573,13,
5574,11,"3RISE, 橘子班"
5575,11,CasGames
5576,296,Rocketeer Games Studio LLC
5577,43,Green Dinosaur Games
5578,11,КиКо
5579,20,PLAYMIND
5580,10,"IV Productions, Game-S"
5581,186,Tasty Delicious Games
5582,79,OfficialAndy
5583,81,Monster Games
5584,27,ToastieLabs
5585,147,Canvas+Garden
5586,12,
5587,16,CSM
5588,54,
5589,30,Slightly Mad Studios
5590,177,Quiet River
5591,11,Think Inside The Box
5592,30,
5593,17,
5594,73,"Rebel Games, Team6 game studios"
5595,865,LuGus Studios
5596,21,smakarov3
5597,"1,744",RedRuins Softworks
5598,68,Grundislav Games
5599,140,La Moutarde
5600,39,DigiMight
5601,200,RLR Training Inc
5602,150,Mode 7
5603,83,Axis Games
5604,10,For Kids
5605,27,"IMLBE, Dnovel"
5606,56,Playful Corp.
5607,173,"Armature Studio, Comcept"
5608,17,"Frontier Developments, Asobo Studio"
5609,83,Xaviant
5610,16,MyDreamForever
5611,26,Dan Fornace
5612,10,Oriolus Software GmbH
5613,17,Soldak Entertainment
5614,14,Prince Game Studio
5615,30,Salamandra88
5616,53,Convoy Games
5617,38,Nova-box
5618,10,
5619,"3,178",
5620,20,Redact Games
5621,14,Invictus Games Ltd.
5622,39,HAN XU
5623,73,George Mandell
5624,23,PlatSTUDIO
5625,"2,245",Hoplon
5626,"19,145",Tencent Games
5627,348,Tencent Games
5628,172,Fun Games For Free
5629,"11,478",ConchShip Games
5630,95,ConchShip Games
5631,281,Rebuilt Games
5632,16,弦语蝶梦
5633,19,4188
5634,61,Artifex Mundi
5635,13,KX  Games
5636,19,JMV
5637,10,
5638,12,
5639,58,"Psyonix, Inc."
5640,10,DimleTeam
5641,62,"Ryu Productions Co., Ltd"
5642,28,Good Game Co.Ltd
5643,14,Darkflow Software
5644,16,
5645,18,DevilishGames
5646,69,Pentacle
5647,646,Ellada Games
5648,"2,074",Stunlock Studios
5649,"2,063",DONTNOD Entertainment
5650,20,Stunlock Studios
5651,347,Snowhound Games
5652,27,"Spike Chunsoft Co., Ltd."
5653,12,The Sherrinford
5654,54,
5655,447,Glowstick Entertainment
5656,26,Checkmaty
5657,78,KicklessGame
5658,152,Cheerdealers
5659,464,Neko Climax Studios
5660,74,RewindApp
5661,28,Cursebox Studios
5662,473,Mono Studio
5663,67,Ammobox Studios
5664,92,FreezeNova
5665,16,
5666,13,ToastieLabs
5667,27,Pudding
5668,734,Industry Games
5669,23,Wipe Studio
5670,16,Inu to Neko
5671,74,Hernan Caro Vilaburges
5672,583,Biubiubiu
5673,25,SystemSoft Alpha Corporation
5674,57,Sonic Shield
5675,31,"X-Legend Entertainment Co., Ltd."
5676,559,LLC RIKOR IMT
5677,25,Playtouch
5678,28,Game Hollywood
5679,85,Timeslip Softworks
5680,156,Stray Fawn Studio
5681,51,"Ghost Town Games Ltd., Team17 Digital Ltd"
5682,108,Cold Beam Games
5683,14,Flow Fire Games
5684,93,
5685,18,"CAPCOM Co., Ltd."
5686,102,"CAPCOM Co., Ltd."
5687,23,"CAPCOM Co., Ltd."
5688,19,"CAPCOM Co., Ltd."
5689,147,"CAPCOM Co., Ltd."
5690,56,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai"
5691,29,Out of the Park Developments
5692,"6,806","Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai"
5693,19,Aggroblakh
5694,37,Different Game Studio
5695,16,Dymchick1
5696,37,Roman Shuvalov
5697,22,Red Dot Games
5698,32,RewindApp
5699,18,
5700,15,"Visual Concepts, Yuke's Co., LTD"
5701,265,"Visual Concepts, Yuke's Co., LTD"
5702,20,
5703,27,"Tinkr, Inc."
5704,29,NAYUTA STUDIO
5705,16,George Constantinou
5706,34,SHIBAPOWER
5707,27,Good Free Games To Play
5708,23,2ndUp Studios
5709,498,98DEMAKE
5710,74,"CAPCOM Co., Ltd."
5711,22,Milkstone Studios
5712,38,
5713,112,LeonWaan Games
5714,119,Edym Pixels
5715,60,"Warcave, Crazy Monkey Studios"
5716,12,ZingFront
5717,78,梵天游戏
5718,282,"TatriX, Nanalli"
5719,11,Storming Tech
5720,59,Selo tech.corp.
5721,111,"Arcen Games, LLC"
5722,20,Winged Cloud
5723,102,Daniel Mullins Games
5724,13,
5725,16,Weather Factory
5726,21,Dingo Games
5727,14,Nincent
5728,10,TAITO CORP.
5729,536,Ironhide Game Studio
5730,11,Spacepup Entertainment
5731,178,Dilemmastudio-困境游戏
5732,105,NEOWIZ
5733,28,MagicK
5734,37,Divinit Entertainment
5735,38,Mature Games
5736,326,OneShark
5737,226,tri-Ace
5738,215,Luckyhammers
5739,22,Lemon Curd Games
5740,67,"Jackbox Games, Inc."
5741,"23,555",Ludeon Studios
5742,16,Flying Islands Team
5743,11,Rightstick Studios
5744,91,TT Games
5745,19,TT Games
5746,13,Dan Fornace
5747,51,Sinkhole Studio
5748,75,Saber Interactive
5749,63,Purple Studios
5750,94,Hypersect
5751,23,Orange_Juice
5752,"1,000","KOEI TECMO GAMES CO., LTD."
5753,36,"KOEI TECMO GAMES CO., LTD."
5754,50,萌约制作组
5755,26,橘喵喵
5756,51,Frontier Developments
5757,12,Deceptive Games Ltd.
5758,14,Corey Martin
5759,26,DeSync Studios
5760,33,TrickeySoft LLC
5761,140,Far Road Games
5762,339,Thylacine Studios
5763,40,Kite Games
5764,13,TeamNPC
5765,29,Fury Games Production
5766,10,Zelenov Artem
5767,76,Digital Melody
5768,13,CharlerMaster
5769,18,Mirain Mainklain
5770,"1,895","Six Foot, YAGER"
5771,10,"Six Foot, YAGER"
5772,10,窝窝社
5773,183,Orbit Games
5774,137,Acerola
5775,16,The Crow Studios
5776,86,LT
5777,23,Hyperstrange
5778,136,White Owls Inc.
5779,109,Deimos Games
5780,10,Space Mace
5781,30,Big Robot Ltd
5782,"2,196",Milkstone Studios
5783,119,Oppai Reveal Studios
5784,53,Helium9 Games
5785,11,Animvs Game Studio
5786,12,Bigosaur
5787,36,Zen Studios
5788,21,Windybeard
5789,30,SEGA
5790,35,Juggler Games
5791,54,Snail Games USA
5792,93,Interactive Fate
5793,175,Cyanide Studio
5794,47,Gamers for Good
5795,102,Magnesium Ninja
5796,13,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)"
5797,273,Freejam
5798,92,Retora Games
5799,29,Dali Games
5800,14,
5801,28,Sierra Lee
5802,219,BS STUDIOS
5803,12,phixcat
5804,17,灰猫
5805,21,3dm_live_wallpapers
5806,12,NanoidGames
5807,916,Jan Zelený
5808,15,Root Nine Studio
5809,16,
5810,15,Han Zhiyu
5811,78,Philipp Lehner
5812,111,Burak Dabak
5813,13,Artur Berkowski Berobasket
5814,13,ZeroByter Games
5815,45,Juvty Worlds Ltd.
5816,19,"Alexey Bokulev, Sergei Klimov, Charlie Oscar Lima Tango Interactive Entertainment"
5817,"1,644",Skullcap Studios
5818,24,Chair Game Studio
5819,29,Auroch Digital
5820,49,SCS Software
5821,425,SCS Software
5822,"3,846",Nexon Korea Corporation
5823,32,GameHollywood
5824,49,Rafael Farias
5825,10,etherane
5826,12,CUTE ANIME GIRLS
5827,115,Agate
5828,19,Heavenward Games
5829,850,"CAPCOM CO., LTD."
5830,25,
5831,317,
5832,85,Wazen
5833,11,Samer Khatib (Snowconesolid Productions)
5834,14,TAITO CORP.
5835,22,BrainStorming Team
5836,13,Wargaming Group Limited
5837,23,
5838,10,Systence Games
5839,50,EP Games®
5840,22,China Sky Carving Game
5841,714,SadSquare Studio
5842,292,甲山林娛樂股份有限公司
5843,12,Lightning Zebra
5844,804,Akaba Studio
5845,58,清之鸣
5846,14,Playtouch
5847,129,凝冰剑斩
5848,102,Never Knows Best制作组
5849,22,一次元创作组
5850,26,The Secret Pie
5851,55,Blue Mammoth Games
5852,258,Tencent Games
5853,16,AndeoGAMES
5854,25,GAMELAB Zrt.
5855,10,
5856,62,Quasar
5857,13,BlueEagle Productions
5858,23,CCYY
5859,96,S-Game
5860,20,Inertia Game Studios
5861,21,Gamenesis
5862,140,KeokeN Interactive
5863,11,Matt Workman
5864,44,Brouillard
5865,77,Hanakai Studio
5866,196,IceSitruuna
5867,97,System Erasure
5868,16,Coffee-Powered Games
5869,19,Realmforge Studios
5870,44,Intravenous Software
5871,102,Greg Lobanov
5872,15,Arc System Works
5873,16,Arc System Works
5874,12,
5875,14,U-Play Online
5876,26,
5877,49,灰烬天国
5878,32,Juvty Worlds Ltd.
5879,283,
5880,408,"CRAFTS &amp; MEISTER Co., Ltd."
5881,16,"CRAFTS &amp; MEISTER Co., Ltd."
5882,26,Pixel Cattle Games
5883,69,Mercator
5884,12,SpaceSoySauceStudio
5885,161,Bigmoon Entertainment
5886,15,迷糊的安安
5887,14,Buddy System
5888,70,Super Bit Machine
5889,189,
5890,238,Lunar Ray Games
5891,230,RYM GAMES
5892,16,BaileyHausdorff Systems
5893,338,WashBear
5894,10,Zever Games
5895,66,KT Racing
5896,45,Mia Blais-Côté
5897,478,SEGA
5898,31,Freeway Interactive
5899,50,一次元创作组
5900,13,Ninba
5901,302,Lycanic Studios
5902,303,RoKo0 (Roman Konyukhov)
5903,11,y8.com
5904,39,Monticube
5905,23,Prime Studios
5906,13,a bonfire of souls
5907,17,Coffee-Powered Games
5908,14,O.T.K Games
5909,13,Hunters Game Dev
5910,211,
5911,18,"宅羊, 龙二"
5912,29,StarSystemStudios™
5913,17,"Badru, Michael Bell"
5914,38,七彩绘色
5915,19,hongjigame.com
5916,39,
5917,17,Wipe Studio
5918,27,天河(TH Game)
5919,30,Microlith Games
5920,34,AFY Games
5921,13,IronZog
5922,161,Mad Labyrinth Studios LLC
5923,85,The Voxel Agents
5924,66,"Stirfire Studios, The Fear Corp"
5925,18,
5926,124,Delve Interactive
5927,13,EVIL GAMES
5928,219,
5929,970,Rusty Lake
5930,84,Rusty Lake
5931,26,Thomson Interactive
5932,44,PrimeBit Games S.A.
5933,45,Laina Interactive
5934,666,Stardock Entertainment
5935,17,Nemoïd Apps
5936,25,spleen
5937,"1,239",spleen
5938,17,PigeonDev
5939,112,Jakob Vidal
5940,554,inXile Entertainment
5941,29,Flamebait Games
5942,23,Double Stallion Games
5943,323,Behaviour Digital Inc.
5944,67,
5945,82,"Nippon Ichi Software, Inc."
5946,306,Robot Gentleman
5947,97,Vulcan
5948,38,阿达游戏
5949,109,Dovetail Games
5950,21,dopagames
5951,15,Galulugame
5952,101,Star Legion
5953,202,Evil Twin Artworks
5954,47,Soma Games
5955,96,
5956,119,Z4
5957,11,Opendream
5958,59,Tower Games
5959,17,Alex Meng
5960,320,SCS Software
5961,141,"Frontier Developments, Asobo Studio"
5962,679,Legend Studio
5963,13,Konstructors Entertainment
5964,86,Gears for Breakfast
5965,12,
5966,64,"ILINX, Inc."
5967,11,
5968,22,socah development
5969,248,章鱼罐头制作组
5970,21,Onyx Lute
5971,549,JiangHu Studio
5972,424,90Games
5973,682,Techland
5974,17,Kekitopu
5975,258,Wargaming Group Limited
5976,10,Wargaming Group Limited
5977,10,Mia Blais-Côté
5978,28,HexWar Games
5979,60,SIGONO INC.
5980,17,Cosmic Picnic
5981,"1,003",Kunos Simulazioni
5982,52,JOL Studios
5983,168,weltenbauer. Software Entwicklung GmbH
5984,38,WSJ Team
5985,261,Twice Circled
5986,12,MyDreamForever
5987,822,Wonderstruck
5988,29,Siberian Mouse
5989,10,68k Studios
5990,12,Rizme
5991,10,vidiludi games and entertainment
5992,448,"PixelShard, KillHouse Games"
5993,72,e-visualsoft
5994,15,Wickey Ware
5995,52,MyDreamForever
5996,25,
5997,10,Wargaming Group Limited
5998,285,Ludic Studios
5999,207,掌烛文化
6000,39,MyACG Studio
6001,12,
6002,153,
6003,58,Dovetail Games
6004,389,Paradox Development Studio
6005,"3,342",Visual Concepts
6006,37,Lunar Great Wall Studios
6007,121,Arbitrary Metric
6008,26,Studio Gamaii
6009,10,
6010,182,Toadman Interactive
6011,55,"Diedemor Studio, Anatoly Efremov"
6012,81,momoStorm Entertainment
6013,11,Butterflyware
6014,35,Icebird Studios
6015,12,aQuadiun
6016,522,KingsIsle Entertainment
6017,55,Kyodai Ltd
6018,48,"Kevin Nitschmann, Darius Bode"
6019,16,Evan Hecht
6020,41,NeXToNe
6021,"5,993",Creaky Corpse Ltd
6022,166,The Knights of Unity
6023,12,Osgoode Media
6024,10,Mia Blais-Côté
6025,36,"Alexander Guo, Emile Savard"
6026,23,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
6027,10,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd., IDEA FACTORY Co., Ltd."
6028,19,BANDAI NAMCO Studios Inc.
6029,41,BANDAI NAMCO Studios Inc.
6030,127,BANDAI NAMCO Studios Inc.
6031,161,HeadHuntersGames
6032,12,Unknown Worlds Entertainment
6033,30,Roencia
6034,11,
6035,59,Jordan Allen
6036,20,Old Skull Games
6037,627,Andrii Vintsevych
6038,12,KishMish Games
6039,22,Z9K Games
6040,163,Level 99 Games
6041,24,PanGuoJun
6042,11,Graviteam
6043,19,"FRAdrift, RewindApp"
6044,29,
6045,11,ZOV GAME STUDIO
6046,19,Night Dreams Studio
6047,103,Second Order
6048,26,com8com1 Software
6049,17,N-Tri Studio
6050,40,Rabbiroo
6051,59,SCS Software
6052,24,Night Dreams Studio
6053,25,icefill
6054,10,
6055,19,IDALGAME
6056,11,EXOR Studios
6057,88,Atomic Jelly
6058,230,Larian Studios
6059,74,Paul Bird
6060,291,Games Farm
6061,11,LoneDev
6062,44,Screwdriver Entertainment
6063,"1,690",Soleil Ltd.
6064,37,Soleil Ltd.
6065,19,Soleil Ltd.
6066,28,
6067,18,"Wix Games, MAD.com"
6068,161,PrinceXI
6069,16,Turnspender
6070,"3,579",Two Point Studios
6071,11,
6072,46,MAGIX Software GmbH
6073,48,
6074,61,"Bondo Games, Blake Gillman"
6075,67,Kubat Software
6076,799,"Bit Golem, Ultimate Games S.A."
6077,660,Sabotage
6078,33,TML-Studios
6079,267,Expansive Worlds
6080,11,WJLEGAME
6081,565,Vostok Games
6082,171,HB Studios Multimedia Ltd.
6083,847,Ben Esposito
6084,48,"QLOC, Dimps Corporation"
6085,421,Fatshark
6086,47,Monomyth Games
6087,890,Crytivo
6088,85,"Archetype Interactive, Andrew and Christopher Kirmse"
6089,66,
6090,10,Vidroid
6091,18,meokigame
6092,119,
6093,12,Star Tactics Team
6094,114,RewindApp
6095,12,Joystick Knights
6096,14,
6097,18,Tendogames
6098,39,SimpleLogic
6099,39,Asmodee Digital
6100,28,ZOV GAME STUDIO
6101,387,"Charlie Behan, Ciaran Mooney"
6102,10,BBB Games
6103,778,Codemasters
6104,179,Only Voxel Games
6105,10,CapPlay
6106,173,Frontwing
6107,12,
6108,206,Orange Cat Studio
6109,35,Dave Catling
6110,56,Serenity Forge
6111,21,WRF Studios
6112,259,Tomorrow Corporation
6113,40,IEVO
6114,11,Feelin Games
6115,11,"Battle of Kings Team, Wenkly Studio Sp. z o.o."
6116,36,Mia Blais-Côté
6117,30,NVYVE® Studios
6118,280,Extrokold Games
6119,28,SOG
6120,113,StellarXiela
6121,25,MyACG Studio
6122,60,melessthanthree
6123,381,DrinkBox Studios
6124,39,ELECTROSTALIN ENTERTAINMENT
6125,18,Reversed Interactive
6126,11,Naval Sims
6127,435,IOA Games
6128,285,Angry Mob Games
6129,298,FRENCH-BREAD
6130,74,"Visualistic Studios, LLC."
6131,28,Kyuppin
6132,205,"G+工程团, 橘子班"
6133,92,TeePee Studios
6134,"1,127","Vaka Game Magazine, Team Ladybug"
6135,110,Intergalactic Education LLC
6136,40,AJetBear Entertainment
6137,57,AdroVGames
6138,11,StainlessHeart
6139,17,"Kit Gardner, Sam Robinson, Holly Gardner, Jason Runkel, Tommy Yoder, Josh Perusse"
6140,12,
6141,38,Sundae Month
6142,11,Xerologik
6143,15,Silence Game
6144,10,Rusto
6145,280,KX Games
6146,50,yeswecamp
6147,11,
6148,40,Krafted Games
6149,16,
6150,23,Gaming Minds Studios
6151,"2,833","Loki, GirlGame"
6152,19,Fury Strike Team
6153,15,Broxilia LTD
6154,17,Streum On Studio
6155,25,КиКо
6156,26,Different Game Studio
6157,11,Yai Gameworks
6158,16,Snowpeak Studio
6159,15,Steel Wing
6160,11,"朵游社, Fantasia Studio"
6161,25,游学者狐狸
6162,236,東方幕華祭制作组
6163,130,Dovetail Games
6164,16,"COSEN, TALESSHOP"
6165,162,Biubiubiu
6166,18,Lingo Ludo
6167,21,Flippfly LLC
6168,10,WyvernWare
6169,"1,763",David Stark
6170,11,ATOMIC BREATH
6171,71,"USERJOY Technology Co.,Ltd."
6172,73,DimleTeam
6173,59,HyacinthHeart
6174,12,
6175,42,Valiant Game Studio AB
6176,174,Nerdook Productions
6177,"3,497",Lazy Bear Games
6178,48,Fearem
6179,20,Neobite Games
6180,175,Ellie's Lunchbox
6181,184,Dustwind Studios
6182,93,Daedalic Entertainment
6183,11,Modus Interactive Games
6184,11,宇峻奧汀科技股份有限公司
6185,19,1111
6186,11,Hazier Studio
6187,11,Proximity Games
6188,490,Petroglyph
6189,"1,102",CreativeForge Games
6190,298,BlackFoot Studios
6191,13,Madar Games
6192,230,Krome Studios
6193,197,Behaviour Digital Inc.
6194,"1,078",White Rabbit
6195,77,
6196,69,BlackRat
6197,10,Mia Blais-Côté
6198,422,SoundAndFuryGames
6199,922,The Strangers
6200,12,meokigame
6201,179,"Grumpyface Studios, Finite Reflection Studios"
6202,350,"BLESTWORKS, 橘子班"
6203,16,Team in Time
6204,43,Nicholas Pellegrino
6205,10,
6206,22,RiceMaster
6207,204,Kizami Fans Club
6208,21,Darong Studio
6209,38,"Cube, DMM GAMES LLC."
6210,151,GFX47
6211,67,Team Cherry
6212,"2,190",Periscope Games
6213,426,CREATIVE ASSEMBLY
6214,121,"CAPCOM Co., Ltd."
6215,57,"CAPCOM Co., Ltd."
6216,42,"CAPCOM Co., Ltd."
6217,212,"CAPCOM Co., Ltd."
6218,"41,880","CAPCOM Co., Ltd."
6219,15,"CAPCOM Co., Ltd."
6220,11,"CAPCOM Co., Ltd."
6221,25,"CAPCOM Co., Ltd."
6222,41,凌剑工作室
6223,23,Cloudmoon Studios
6224,15,Level-5
6225,22,Petushock Production
6226,523,Luminous
6227,38,Arc System Works
6228,20,Arc System Works
6229,"1,273",Konami Digital Entertainment
6230,10,"EYEJAM STUDIOS, Damien Sueur"
6231,509,Eforb
6232,357,Wadjet Eye Games
6233,82,"Ian, Megan, Maxen"
6234,"3,844",Telltale Games
6235,18,Hands!
6236,"2,073",甲山林娛樂股份有限公司
6237,22,"Gamma-Lambda Games, Wingjoy Games"
6238,134,
6239,79,Kasey Ozymy
6240,32,Sloclap
6241,"2,025","Ghost Town Games Ltd., Team17 Digital Ltd"
6242,26,"Ghost Town Games, Team17 Digital Ltd"
6243,133,Archive Entertainment
6244,10,Uruca Game Studio
6245,"18,204",Motion Twin
6246,"1,575",WEBZEN
6247,19,Zoink Games
6248,43,Eric Baskin
6249,20,Webzen
6250,11,Vague Pixels
6251,13,MGstudio
6252,227,Walnut LLC
6253,314,RewindApp
6254,19,Life Jumb DT
6255,14,"Borov, Sashka Shlapik"
6256,21,GRIP420
6257,56,L. Stotch
6258,16,
6259,36,90s Studio
6260,25,Moshe Linke
6261,39,SUGAR STAR
6262,102,TREON Games
6263,19,Joystick Knights
6264,14,Karosu-Maker
6265,34,Dreambakers
6266,519,Bawu Team
6267,"1,343",Titan Studio
6268,68,CryptMade
6269,493,Breadmeat
6270,140,Penny McDonald
6271,49,AMPLITUDE Studios
6272,137,AMPLITUDE Studios
6273,18,LillyWelland inc.
6274,134,Big Moustache Games
6275,188,Dohi Sweden AB
6276,24,k.Song Tan
6277,21,凝冰剑斩
6278,233,PLAYWITH Inc.
6279,13,MagicK
6280,24,Bmc Studio
6281,55,Powerhoof
6282,11,FobTi interactive
6283,189,IVR
6284,46,99 Game Studio
6285,"1,408",Axyos Games
6286,31,理想乡开拓者
6287,12,TAITO CORP.
