,all_ratio,genre
14446,47%,Strategy
14448,92%,Strategy
14451,82%,Strategy
14454,69%,Strategy
14455,93%,Strategy
14457,48%,Strategy
14459,66%,Strategy
14460,47%,Strategy
14461,76%,Strategy
14462,73%,Strategy
14463,81%,Strategy
14469,81%,Strategy
14472,100%,Strategy
14473,95%,Strategy
14474,100%,Strategy
14482,94%,Strategy
14496,69%,Strategy
14497,85%,Strategy
14500,50%,Strategy
14520,68%,Strategy
14523,70%,Strategy
14524,63%,Strategy
14529,69%,Strategy
14530,33%,Strategy
14533,57%,Strategy
14541,40%,Strategy
14543,54%,Strategy
14552,35%,Strategy
14555,57%,Strategy
14556,94%,Strategy
14558,59%,Strategy
14569,58%,Strategy
14573,78%,Strategy
14582,69%,Strategy
14584,76%,Strategy
14596,61%,Strategy
14600,87%,Strategy
14614,73%,Strategy
14615,72%,Strategy
14616,66%,Strategy
14619,84%,Strategy
14620,42%,Strategy
14633,85%,Strategy
14635,31%,Strategy
14639,85%,Strategy
14642,87%,Strategy
14654,45%,Strategy
14657,75%,Strategy
14659,44%,Strategy
14664,47%,Strategy
14669,81%,Strategy
14671,64%,Strategy
14679,85%,Strategy
14689,32%,Strategy
14692,64%,Strategy
14696,78%,Strategy
14698,91%,Strategy
14700,55%,Strategy
14703,94%,Strategy
14704,89%,Strategy
14706,19%,Strategy
14715,58%,Strategy
14719,85%,Strategy
14720,100%,Strategy
14726,53%,Strategy
14730,24%,Strategy
14731,70%,Strategy
14734,65%,Strategy
14737,94%,Strategy
14741,40%,Strategy
14742,33%,Strategy
14745,69%,Strategy
14746,64%,Strategy
14747,27%,Strategy
14748,36%,Strategy
14752,93%,Strategy
14768,11%,Strategy
14787,68%,Strategy
14788,61%,Strategy
14791,40%,Strategy
14792,79%,Strategy
14796,68%,Strategy
14800,54%,Strategy
14806,19%,Strategy
14807,93%,Strategy
14808,69%,Strategy
14809,73%,Strategy
14811,91%,Strategy
14813,78%,Strategy
14820,85%,Strategy
14822,86%,Strategy
14838,40%,Strategy
14839,90%,Strategy
14840,90%,Strategy
14844,64%,Strategy
14848,62%,Strategy
14851,96%,Strategy
14855,88%,Strategy
14858,72%,Strategy
14875,45%,Strategy
14876,68%,Strategy
14877,28%,Strategy
14884,65%,Strategy
14897,76%,Strategy
14899,80%,Strategy
14902,75%,Strategy
14906,25%,Strategy
14915,46%,Strategy
14924,74%,Strategy
14926,46%,Strategy
14934,31%,Strategy
14940,41%,Strategy
14945,89%,Strategy
14946,66%,Strategy
14948,72%,Strategy
14949,58%,Strategy
14950,48%,Strategy
14952,75%,Strategy
14953,65%,Strategy
14954,72%,Strategy
14956,100%,Strategy
14957,66%,Strategy
14962,44%,Strategy
14968,30%,Strategy
14978,93%,Strategy
14993,80%,Strategy
14995,69%,Strategy
14996,79%,Strategy
14997,78%,Strategy
15003,75%,Strategy
15006,70%,Strategy
15008,59%,Strategy
15009,76%,Strategy
15011,68%,Strategy
15013,63%,Strategy
15018,58%,Strategy
15024,63%,Strategy
15027,60%,Strategy
15028,83%,Strategy
15029,31%,Strategy
15031,79%,Strategy
15035,46%,Strategy
15047,62%,Strategy
15059,73%,Strategy
15065,75%,Strategy
15066,54%,Strategy
15067,77%,Strategy
15071,92%,Strategy
15073,57%,Strategy
15082,82%,Strategy
15084,63%,Strategy
15087,45%,Strategy
15094,85%,Strategy
15095,92%,Strategy
15104,59%,Strategy
15107,70%,Strategy
15109,50%,Strategy
15111,69%,Strategy
15112,53%,Strategy
15118,54%,Strategy
15125,85%,Strategy
15126,100%,Strategy
15128,59%,Strategy
15137,60%,Strategy
15139,74%,Strategy
15152,56%,Strategy
15153,61%,Strategy
15166,70%,Strategy
15167,80%,Strategy
15177,74%,Strategy
15178,88%,Strategy
15179,94%,Strategy
15181,31%,Strategy
15182,69%,Strategy
15183,77%,Strategy
15189,68%,Strategy
15191,60%,Strategy
15216,86%,Strategy
15219,78%,Strategy
15221,20%,Strategy
15230,71%,Strategy
15238,85%,Strategy
15244,48%,Strategy
15256,51%,Strategy
15261,64%,Strategy
15268,62%,Strategy
15272,80%,Strategy
15273,83%,Strategy
15277,69%,Strategy
15279,21%,Strategy
15281,96%,Strategy
15296,45%,Strategy
15297,61%,Strategy
15298,57%,Strategy
15299,45%,Strategy
15310,77%,Strategy
15319,80%,Strategy
15321,71%,Strategy
15328,18%,Strategy
15331,88%,Strategy
15336,78%,Strategy
15350,56%,Strategy
15352,60%,Strategy
15358,38%,Strategy
15360,80%,Strategy
15362,11%,Strategy
15365,40%,Strategy
15366,83%,Strategy
15368,79%,Strategy
15374,66%,Strategy
15376,41%,Strategy
15377,60%,Strategy
15383,90%,Strategy
15386,84%,Strategy
15398,92%,Strategy
15400,61%,Strategy
15406,42%,Strategy
15410,91%,Strategy
15411,97%,Strategy
15412,66%,Strategy
15417,46%,Strategy
15419,96%,Strategy
15427,86%,Strategy
15428,85%,Strategy
15431,80%,Strategy
15432,94%,Strategy
15433,51%,Strategy
15436,74%,Strategy
15439,89%,Strategy
15440,100%,Strategy
15441,100%,Strategy
15444,93%,Strategy
15445,80%,Strategy
15446,5%,Strategy
15449,87%,Strategy
15451,90%,Strategy
15455,29%,Strategy
15461,78%,Strategy
15477,40%,Strategy
15479,83%,Strategy
15484,81%,Strategy
15492,84%,Strategy
15494,100%,Strategy
15500,69%,Strategy
15502,75%,Strategy
15503,63%,Strategy
15507,85%,Strategy
15508,79%,Strategy
15515,87%,Strategy
15518,83%,Strategy
15519,73%,Strategy
15520,83%,Strategy
15521,68%,Strategy
15524,87%,Strategy
15525,34%,Strategy
15533,70%,Strategy
15538,94%,Strategy
15542,90%,Strategy
15545,85%,Strategy
15546,95%,Strategy
15548,31%,Strategy
15549,80%,Strategy
15550,89%,Strategy
15554,83%,Strategy
15556,78%,Strategy
15560,27%,Strategy
15562,81%,Strategy
15563,100%,Strategy
15565,67%,Strategy
15567,59%,Strategy
15576,78%,Strategy
15585,82%,Strategy
15588,73%,Strategy
15591,37%,Strategy
15593,76%,Strategy
15595,90%,Strategy
15596,96%,Strategy
15604,90%,Strategy
15605,88%,Strategy
15606,13%,Strategy
15607,90%,Strategy
15608,89%,Strategy
15609,91%,Strategy
15611,57%,Strategy
15618,45%,Strategy
15619,78%,Strategy
15620,57%,Strategy
15622,88%,Strategy
15623,84%,Strategy
15627,100%,Strategy
15630,93%,Strategy
15632,79%,Strategy
15636,78%,Strategy
15637,45%,Strategy
15646,46%,Strategy
15647,63%,Strategy
15648,60%,Strategy
15649,74%,Strategy
15662,67%,Strategy
15666,67%,Strategy
15667,58%,Strategy
15671,46%,Strategy
15677,73%,Strategy
15679,94%,Strategy
15687,59%,Strategy
15693,84%,Strategy
15698,45%,Strategy
15700,49%,Strategy
15701,91%,Strategy
15708,61%,Strategy
15713,80%,Strategy
15714,81%,Strategy
15715,94%,Strategy
15717,100%,Strategy
15719,53%,Strategy
15720,67%,Strategy
15721,85%,Strategy
15729,42%,Strategy
15733,92%,Strategy
15739,90%,Strategy
15745,91%,Strategy
15759,80%,Strategy
15760,96%,Strategy
15761,85%,Strategy
15764,89%,Strategy
15769,20%,Strategy
15776,40%,Strategy
15778,81%,Strategy
15783,78%,Strategy
15786,82%,Strategy
15790,50%,Strategy
15794,86%,Strategy
15796,73%,Strategy
15797,59%,Strategy
15818,45%,Strategy
15826,72%,Strategy
15827,83%,Strategy
15828,94%,Strategy
15831,50%,Strategy
15833,80%,Strategy
15856,92%,Strategy
15858,58%,Strategy
15861,90%,Strategy
15862,85%,Strategy
15868,90%,Strategy
15873,67%,Strategy
15875,86%,Strategy
15882,24%,Strategy
15883,63%,Strategy
15884,74%,Strategy
15887,84%,Strategy
15890,97%,Strategy
15897,75%,Strategy
15900,65%,Strategy
15902,77%,Strategy
15907,57%,Strategy
15909,51%,Strategy
15915,76%,Strategy
15920,94%,Strategy
15925,88%,Strategy
15931,100%,Strategy
15942,89%,Strategy
15944,90%,Strategy
15949,56%,Strategy
15950,84%,Strategy
15951,92%,Strategy
15953,39%,Strategy
15957,89%,Strategy
15960,79%,Strategy
15961,79%,Strategy
15966,88%,Strategy
15967,31%,Strategy
15968,67%,Strategy
15970,61%,Strategy
15971,68%,Strategy
15972,83%,Strategy
15973,38%,Strategy
15974,58%,Strategy
15975,58%,Strategy
15987,61%,Strategy
15989,58%,Strategy
16002,75%,Strategy
16003,90%,Strategy
16008,46%,Strategy
16019,89%,Strategy
16020,87%,Strategy
16021,53%,Strategy
16023,67%,Strategy
16025,90%,Strategy
16027,73%,Strategy
16028,100%,Strategy
16037,39%,Strategy
16040,87%,Strategy
16043,79%,Strategy
16047,92%,Strategy
16049,88%,Strategy
16054,66%,Strategy
16057,43%,Strategy
16061,100%,Strategy
16071,23%,Strategy
16072,75%,Strategy
16073,58%,Strategy
16074,76%,Strategy
16077,90%,Strategy
16078,90%,Strategy
16080,88%,Strategy
16083,74%,Strategy
16084,91%,Strategy
16091,79%,Strategy
16097,69%,Strategy
16110,77%,Strategy
16111,72%,Strategy
16112,39%,Strategy
16115,77%,Strategy
16116,76%,Strategy
16117,86%,Strategy
16120,59%,Strategy
16128,59%,Strategy
16130,90%,Strategy
16132,96%,Strategy
16133,86%,Strategy
16139,100%,Strategy
16142,90%,Strategy
16144,63%,Strategy
16148,84%,Strategy
16157,50%,Strategy
16158,79%,Strategy
16159,44%,Strategy
16164,81%,Strategy
16168,67%,Strategy
16169,83%,Strategy
16170,90%,Strategy
16174,75%,Strategy
16180,66%,Strategy
16181,68%,Strategy
16185,89%,Strategy
16190,54%,Strategy
16191,66%,Strategy
16195,70%,Strategy
16196,86%,Strategy
16199,90%,Strategy
16200,100%,Strategy
16204,92%,Strategy
16207,94%,Strategy
16213,88%,Strategy
16215,88%,Strategy
16221,40%,Strategy
16238,89%,Strategy
16241,86%,Strategy
16243,17%,Strategy
16244,90%,Strategy
16256,88%,Strategy
16257,88%,Strategy
16258,85%,Strategy
16259,84%,Strategy
16260,80%,Strategy
16261,40%,Strategy
16262,80%,Strategy
16264,90%,Strategy
16273,78%,Strategy
16285,83%,Strategy
16302,88%,Strategy
16303,93%,Strategy
16304,82%,Strategy
16310,72%,Strategy
16312,89%,Strategy
16318,47%,Strategy
16322,54%,Strategy
16326,71%,Strategy
16331,98%,Strategy
16332,87%,Strategy
16338,69%,Strategy
16349,54%,Strategy
16362,69%,Strategy
16385,90%,Strategy
16405,47%,Strategy
16407,70%,Strategy
16412,52%,Strategy
16413,77%,Strategy
16419,68%,Strategy
16435,81%,Strategy
16445,71%,Strategy
16446,95%,Strategy
16447,87%,Strategy
16464,84%,Strategy
16487,67%,Strategy
16489,90%,Strategy
16490,97%,Strategy
16492,58%,Strategy
16496,86%,Strategy
16497,64%,Strategy
16499,92%,Strategy
16503,100%,Strategy
16509,73%,Strategy
16512,84%,Strategy
16520,76%,Strategy
16522,81%,Strategy
16525,86%,Strategy
16526,91%,Strategy
16529,20%,Strategy
16531,87%,Strategy
16537,77%,Strategy
16538,86%,Strategy
16540,97%,Strategy
16541,80%,Strategy
16543,50%,Strategy
16544,89%,Strategy
16545,96%,Strategy
16551,78%,Strategy
16554,64%,Strategy
16555,76%,Strategy
16563,78%,Strategy
16564,92%,Strategy
16568,72%,Strategy
16571,85%,Strategy
16574,78%,Strategy
16587,86%,Strategy
16604,75%,Strategy
16605,17%,Strategy
16634,23%,Strategy
16638,70%,Strategy
16639,93%,Strategy
16646,72%,Strategy
16660,79%,Strategy
16661,74%,Strategy
16664,94%,Strategy
16670,74%,Strategy
16671,85%,Strategy
16678,90%,Strategy
16682,79%,Strategy
16689,84%,Strategy
16690,91%,Strategy
16701,88%,Strategy
16702,100%,Strategy
