,all_ratio,genre
9706,84%,Indie
9710,85%,Indie
9712,82%,Indie
9714,73%,Indie
9716,92%,Indie
9719,84%,Indie
9721,88%,Indie
9722,69%,Indie
9724,69%,Indie
9729,93%,Indie
9732,91%,Indie
9735,64%,Indie
9737,92%,Indie
9738,9%,Indie
9740,66%,Indie
9742,42%,Indie
9743,48%,Indie
9744,80%,Indie
9751,88%,Indie
9752,55%,Indie
9756,92%,Indie
9758,91%,Indie
9765,75%,Indie
9767,91%,Indie
9768,96%,Indie
9773,60%,Indie
9777,60%,Indie
9781,55%,Indie
9790,75%,Indie
9791,79%,Indie
9792,83%,Indie
9797,77%,Indie
9800,85%,Indie
9801,70%,Indie
9804,92%,Indie
9828,70%,Indie
9829,63%,Indie
9833,89%,Indie
9834,73%,Indie
9835,97%,Indie
9837,97%,Indie
9840,94%,Indie
9841,94%,Indie
9851,84%,Indie
9867,93%,Indie
9869,97%,Indie
9870,66%,Indie
9872,78%,Indie
9875,95%,Indie
9878,77%,Indie
9880,92%,Indie
9881,41%,Indie
9887,96%,Indie
9890,92%,Indie
9891,90%,Indie
9893,44%,Indie
9894,45%,Indie
9901,51%,Indie
9904,100%,Indie
9908,82%,Indie
9923,100%,Indie
9925,93%,Indie
9927,79%,Indie
9929,58%,Indie
9930,93%,Indie
9931,100%,Indie
9934,81%,Indie
9935,47%,Indie
9936,96%,Indie
9941,64%,Indie
9944,79%,Indie
9953,51%,Indie
9960,92%,Indie
9963,100%,Indie
9964,62%,Indie
9966,68%,Indie
9967,98%,Indie
9968,92%,Indie
9971,35%,Indie
9973,80%,Indie
9976,62%,Indie
9977,82%,Indie
9978,73%,Indie
9983,81%,Indie
9990,82%,Indie
10004,34%,Indie
10008,70%,Indie
10016,66%,Indie
10017,60%,Indie
10018,83%,Indie
10031,84%,Indie
10033,93%,Indie
10034,92%,Indie
10047,60%,Indie
10048,57%,Indie
10049,39%,Indie
10051,85%,Indie
10052,95%,Indie
10055,91%,Indie
10057,88%,Indie
10059,76%,Indie
10065,87%,Indie
10067,91%,Indie
10079,80%,Indie
10082,78%,Indie
10084,83%,Indie
10090,78%,Indie
10098,62%,Indie
10099,69%,Indie
10103,100%,Indie
10109,71%,Indie
10112,35%,Indie
10117,100%,Indie
10122,56%,Indie
10126,92%,Indie
10128,70%,Indie
10129,77%,Indie
10135,28%,Indie
10147,83%,Indie
10148,62%,Indie
10149,57%,Indie
10154,40%,Indie
10155,83%,Indie
10164,94%,Indie
10165,76%,Indie
10169,80%,Indie
10176,88%,Indie
10179,75%,Indie
10180,65%,Indie
10183,82%,Indie
10186,41%,Indie
10189,94%,Indie
10191,100%,Indie
10195,75%,Indie
10196,97%,Indie
10199,70%,Indie
10202,100%,Indie
10203,58%,Indie
10209,100%,Indie
10210,100%,Indie
10211,88%,Indie
10212,95%,Indie
10216,91%,Indie
10220,60%,Indie
10227,78%,Indie
10229,90%,Indie
10233,85%,Indie
10234,100%,Indie
10239,72%,Indie
10240,90%,Indie
10242,86%,Indie
10244,71%,Indie
10249,72%,Indie
10252,81%,Indie
10258,86%,Indie
10262,97%,Indie
10264,57%,Indie
10266,67%,Indie
10268,68%,Indie
10272,63%,Indie
10273,93%,Indie
10275,93%,Indie
10279,79%,Indie
10286,61%,Indie
10288,36%,Indie
10289,33%,Indie
10295,72%,Indie
10301,83%,Indie
10308,89%,Indie
10310,78%,Indie
10312,100%,Indie
10313,93%,Indie
10315,52%,Indie
10317,50%,Indie
10321,53%,Indie
10322,87%,Indie
10325,96%,Indie
10326,82%,Indie
10328,66%,Indie
10332,86%,Indie
10333,83%,Indie
10335,98%,Indie
10338,96%,Indie
10359,54%,Indie
10361,94%,Indie
10363,76%,Indie
10364,57%,Indie
10373,39%,Indie
10374,88%,Indie
10375,95%,Indie
10378,100%,Indie
10379,73%,Indie
10380,91%,Indie
10381,90%,Indie
10383,87%,Indie
10384,80%,Indie
10386,84%,Indie
10388,92%,Indie
10389,72%,Indie
10391,84%,Indie
10392,66%,Indie
10393,63%,Indie
10398,100%,Indie
10399,21%,Indie
10402,100%,Indie
10404,85%,Indie
10406,92%,Indie
10407,96%,Indie
10417,31%,Indie
10423,78%,Indie
10424,68%,Indie
10427,86%,Indie
10440,94%,Indie
10443,71%,Indie
10444,51%,Indie
10445,94%,Indie
10448,66%,Indie
10450,65%,Indie
10454,85%,Indie
10456,77%,Indie
10457,47%,Indie
10463,88%,Indie
10468,69%,Indie
10475,40%,Indie
10480,79%,Indie
10484,66%,Indie
10485,96%,Indie
10486,71%,Indie
10487,97%,Indie
10488,73%,Indie
10494,97%,Indie
10496,94%,Indie
10497,90%,Indie
10512,91%,Indie
10513,68%,Indie
10520,85%,Indie
10530,72%,Indie
10531,100%,Indie
10533,78%,Indie
10538,94%,Indie
10544,100%,Indie
10548,60%,Indie
10552,60%,Indie
10555,93%,Indie
10556,98%,Indie
10558,25%,Indie
10560,47%,Indie
10563,96%,Indie
10565,93%,Indie
10566,100%,Indie
10567,100%,Indie
10568,100%,Indie
10569,91%,Indie
10570,46%,Indie
10573,27%,Indie
10576,59%,Indie
10579,82%,Indie
10581,94%,Indie
10584,100%,Indie
10591,95%,Indie
10594,88%,Indie
10595,68%,Indie
10596,89%,Indie
10597,75%,Indie
10601,76%,Indie
10603,81%,Indie
10610,93%,Indie
10614,75%,Indie
10616,96%,Indie
10617,90%,Indie
10619,75%,Indie
10622,60%,Indie
10626,82%,Indie
10630,52%,Indie
10631,47%,Indie
10633,91%,Indie
10637,65%,Indie
10639,93%,Indie
10643,50%,Indie
10650,84%,Indie
10652,77%,Indie
10653,31%,Indie
10656,58%,Indie
10658,60%,Indie
10659,91%,Indie
10662,58%,Indie
10664,72%,Indie
10665,60%,Indie
10669,54%,Indie
10673,73%,Indie
10676,95%,Indie
10683,38%,Indie
10685,38%,Indie
10687,61%,Indie
10689,78%,Indie
10697,42%,Indie
10699,99%,Indie
10700,90%,Indie
10701,87%,Indie
10704,96%,Indie
10705,91%,Indie
10707,95%,Indie
10708,86%,Indie
10710,74%,Indie
10711,94%,Indie
10712,81%,Indie
10713,68%,Indie
10718,85%,Indie
10722,70%,Indie
10728,34%,Indie
10730,91%,Indie
10733,100%,Indie
10738,80%,Indie
10741,63%,Indie
10744,96%,Indie
10747,60%,Indie
10751,80%,Indie
10757,50%,Indie
10758,86%,Indie
10759,59%,Indie
10769,93%,Indie
10776,81%,Indie
10778,54%,Indie
10779,86%,Indie
10781,86%,Indie
10782,55%,Indie
10784,57%,Indie
10785,100%,Indie
10787,46%,Indie
10791,56%,Indie
10796,47%,Indie
10808,81%,Indie
10809,65%,Indie
10815,100%,Indie
10816,72%,Indie
10817,78%,Indie
10818,100%,Indie
10821,78%,Indie
10832,91%,Indie
10834,77%,Indie
10835,68%,Indie
10839,72%,Indie
10840,61%,Indie
10854,91%,Indie
10855,80%,Indie
10860,60%,Indie
10861,100%,Indie
10862,90%,Indie
10864,76%,Indie
10868,49%,Indie
10874,90%,Indie
10879,76%,Indie
10881,62%,Indie
10883,94%,Indie
10885,79%,Indie
10888,94%,Indie
10889,100%,Indie
10894,81%,Indie
10895,95%,Indie
10906,93%,Indie
10909,76%,Indie
10912,64%,Indie
10913,45%,Indie
10914,94%,Indie
10915,90%,Indie
10918,87%,Indie
10919,87%,Indie
10921,33%,Indie
10922,65%,Indie
10923,91%,Indie
10924,47%,Indie
10932,62%,Indie
10934,98%,Indie
10935,42%,Indie
10940,98%,Indie
10943,96%,Indie
10951,73%,Indie
10954,97%,Indie
10957,79%,Indie
10963,82%,Indie
10964,91%,Indie
10965,20%,Indie
10966,90%,Indie
10975,95%,Indie
10978,81%,Indie
10982,21%,Indie
10985,58%,Indie
10986,72%,Indie
10987,89%,Indie
10993,79%,Indie
10994,41%,Indie
10997,80%,Indie
10998,65%,Indie
11001,82%,Indie
11002,83%,Indie
11003,94%,Indie
11006,81%,Indie
11008,48%,Indie
11010,56%,Indie
11027,73%,Indie
11031,68%,Indie
11044,92%,Indie
11046,92%,Indie
11047,62%,Indie
11050,76%,Indie
11051,84%,Indie
11054,91%,Indie
11055,55%,Indie
11057,78%,Indie
11058,100%,Indie
11059,96%,Indie
11060,84%,Indie
11065,88%,Indie
11068,87%,Indie
11069,36%,Indie
11070,77%,Indie
11073,97%,Indie
11077,91%,Indie
11082,78%,Indie
11085,83%,Indie
11088,88%,Indie
11094,37%,Indie
11097,88%,Indie
11098,95%,Indie
11101,75%,Indie
11106,81%,Indie
11111,86%,Indie
11113,97%,Indie
11114,93%,Indie
11115,84%,Indie
11117,75%,Indie
11118,58%,Indie
11140,73%,Indie
11143,78%,Indie
11147,85%,Indie
11150,86%,Indie
11151,34%,Indie
11152,89%,Indie
11154,89%,Indie
11156,64%,Indie
11157,94%,Indie
11173,25%,Indie
11175,86%,Indie
11180,93%,Indie
11184,90%,Indie
11185,89%,Indie
11189,82%,Indie
11192,87%,Indie
11204,46%,Indie
11211,70%,Indie
11213,48%,Indie
11215,90%,Indie
11216,68%,Indie
11222,85%,Indie
11224,84%,Indie
11228,94%,Indie
11231,86%,Indie
11235,73%,Indie
11238,89%,Indie
11247,97%,Indie
11248,64%,Indie
11249,63%,Indie
11259,72%,Indie
11267,57%,Indie
11268,65%,Indie
11274,80%,Indie
11275,64%,Indie
11279,47%,Indie
11282,65%,Indie
11289,30%,Indie
11290,81%,Indie
11291,83%,Indie
11293,60%,Indie
11294,93%,Indie
11296,63%,Indie
11298,78%,Indie
11301,30%,Indie
11303,38%,Indie
11314,98%,Indie
11321,80%,Indie
11322,82%,Indie
11325,85%,Indie
11328,70%,Indie
11329,90%,Indie
11332,72%,Indie
11333,55%,Indie
11340,97%,Indie
11342,24%,Indie
11348,95%,Indie
11352,70%,Indie
11355,25%,Indie
11356,80%,Indie
11358,39%,Indie
11361,87%,Indie
11364,87%,Indie
11366,50%,Indie
11369,83%,Indie
11370,67%,Indie
11371,85%,Indie
11377,96%,Indie
11379,70%,Indie
11380,68%,Indie
11381,57%,Indie
11385,91%,Indie
11393,83%,Indie
11395,57%,Indie
11400,90%,Indie
11402,76%,Indie
11404,72%,Indie
11405,61%,Indie
11409,69%,Indie
11417,26%,Indie
11420,84%,Indie
11428,96%,Indie
11434,89%,Indie
11435,96%,Indie
11436,99%,Indie
11437,85%,Indie
11438,75%,Indie
11439,35%,Indie
11441,73%,Indie
11446,90%,Indie
11449,71%,Indie
11451,85%,Indie
11452,40%,Indie
11457,50%,Indie
11459,79%,Indie
11460,90%,Indie
11468,90%,Indie
11469,81%,Indie
11472,93%,Indie
11473,85%,Indie
11474,83%,Indie
11475,90%,Indie
11476,41%,Indie
11479,86%,Indie
11481,45%,Indie
11482,21%,Indie
11483,88%,Indie
11485,88%,Indie
11489,92%,Indie
11490,93%,Indie
11494,89%,Indie
11495,100%,Indie
11497,30%,Indie
11503,85%,Indie
11508,96%,Indie
11511,98%,Indie
11513,100%,Indie
11517,39%,Indie
11523,92%,Indie
11524,84%,Indie
11530,88%,Indie
11532,100%,Indie
11533,47%,Indie
11548,75%,Indie
11551,65%,Indie
11557,76%,Indie
11558,40%,Indie
11562,37%,Indie
11568,89%,Indie
11574,94%,Indie
11575,70%,Indie
11576,76%,Indie
11577,82%,Indie
11579,100%,Indie
11580,84%,Indie
11584,84%,Indie
11588,83%,Indie
11589,47%,Indie
11590,59%,Indie
11591,58%,Indie
11593,72%,Indie
11595,67%,Indie
11601,96%,Indie
11602,59%,Indie
11607,80%,Indie
11609,81%,Indie
11620,78%,Indie
11623,80%,Indie
11624,72%,Indie
11628,71%,Indie
11629,84%,Indie
11637,75%,Indie
11639,56%,Indie
11642,63%,Indie
11646,16%,Indie
11653,63%,Indie
11654,69%,Indie
11656,57%,Indie
11657,96%,Indie
11658,94%,Indie
11661,67%,Indie
11664,80%,Indie
11673,84%,Indie
11674,76%,Indie
11676,78%,Indie
11685,40%,Indie
11690,76%,Indie
11692,90%,Indie
11694,98%,Indie
11702,94%,Indie
11704,88%,Indie
11706,80%,Indie
11710,46%,Indie
11711,76%,Indie
11714,66%,Indie
11715,81%,Indie
11719,88%,Indie
11729,92%,Indie
11731,86%,Indie
11732,100%,Indie
11733,41%,Indie
11740,15%,Indie
11743,90%,Indie
11751,55%,Indie
11757,95%,Indie
11758,50%,Indie
11759,95%,Indie
11760,93%,Indie
11761,70%,Indie
11767,34%,Indie
11768,54%,Indie
11769,83%,Indie
11777,44%,Indie
11790,28%,Indie
11791,50%,Indie
11792,96%,Indie
11793,68%,Indie
11794,76%,Indie
11797,100%,Indie
11799,84%,Indie
11807,63%,Indie
11808,100%,Indie
11809,75%,Indie
11810,80%,Indie
11811,93%,Indie
11812,100%,Indie
11814,66%,Indie
11815,67%,Indie
11818,85%,Indie
11823,66%,Indie
11830,61%,Indie
11834,79%,Indie
11839,92%,Indie
11845,91%,Indie
11858,73%,Indie
11861,83%,Indie
11866,90%,Indie
11872,63%,Indie
11873,96%,Indie
11877,90%,Indie
11878,100%,Indie
11882,90%,Indie
11883,90%,Indie
11888,73%,Indie
11893,87%,Indie
11898,80%,Indie
11906,76%,Indie
11910,50%,Indie
11917,78%,Indie
11920,53%,Indie
11923,100%,Indie
11927,85%,Indie
11928,70%,Indie
11932,47%,Indie
11934,33%,Indie
11935,89%,Indie
11943,47%,Indie
11944,87%,Indie
11953,76%,Indie
11962,86%,Indie
11966,82%,Indie
11969,100%,Indie
11970,92%,Indie
11973,76%,Indie
11978,80%,Indie
11979,95%,Indie
11991,35%,Indie
11992,83%,Indie
11996,72%,Indie
11997,87%,Indie
11998,93%,Indie
12000,60%,Indie
12001,53%,Indie
12004,96%,Indie
12006,85%,Indie
12007,100%,Indie
12008,65%,Indie
12010,66%,Indie
12013,53%,Indie
12014,90%,Indie
12016,88%,Indie
12017,91%,Indie
12018,80%,Indie
12019,53%,Indie
12025,72%,Indie
12027,91%,Indie
12028,85%,Indie
12032,71%,Indie
12033,95%,Indie
12037,59%,Indie
12046,73%,Indie
12049,57%,Indie
12052,85%,Indie
12053,95%,Indie
12056,83%,Indie
12058,57%,Indie
12069,35%,Indie
12070,68%,Indie
12072,76%,Indie
12074,76%,Indie
12083,87%,Indie
12086,19%,Indie
12088,85%,Indie
12092,89%,Indie
12094,84%,Indie
12098,81%,Indie
12106,100%,Indie
12110,12%,Indie
12122,64%,Indie
12125,98%,Indie
12126,66%,Indie
12129,97%,Indie
12130,81%,Indie
12132,87%,Indie
12134,83%,Indie
12135,50%,Indie
12136,93%,Indie
12139,87%,Indie
12140,93%,Indie
12148,90%,Indie
12149,56%,Indie
12155,20%,Indie
12157,88%,Indie
12159,93%,Indie
12161,65%,Indie
12162,30%,Indie
12164,95%,Indie
12165,87%,Indie
12166,75%,Indie
12167,82%,Indie
12168,64%,Indie
12174,68%,Indie
12175,59%,Indie
12177,100%,Indie
12188,97%,Indie
12190,44%,Indie
12195,54%,Indie
12199,96%,Indie
12210,100%,Indie
12214,90%,Indie
12219,96%,Indie
12223,95%,Indie
12224,100%,Indie
12230,38%,Indie
12235,94%,Indie
12239,73%,Indie
12244,49%,Indie
12245,76%,Indie
12252,78%,Indie
12257,79%,Indie
12259,69%,Indie
12262,93%,Indie
12264,61%,Indie
12268,91%,Indie
12270,83%,Indie
12273,90%,Indie
12282,90%,Indie
12286,69%,Indie
12290,38%,Indie
12302,71%,Indie
12304,75%,Indie
12305,73%,Indie
12307,86%,Indie
12310,60%,Indie
12311,89%,Indie
12313,62%,Indie
12314,52%,Indie
12315,23%,Indie
12327,68%,Indie
12331,66%,Indie
12332,31%,Indie
12337,80%,Indie
12339,76%,Indie
12343,18%,Indie
12347,95%,Indie
12352,78%,Indie
12358,78%,Indie
12359,83%,Indie
12360,44%,Indie
12362,85%,Indie
12363,97%,Indie
12368,22%,Indie
12370,69%,Indie
12371,66%,Indie
12372,94%,Indie
12373,40%,Indie
12374,83%,Indie
12382,72%,Indie
12385,60%,Indie
12386,100%,Indie
12394,96%,Indie
12395,50%,Indie
12398,87%,Indie
12405,91%,Indie
12406,85%,Indie
12407,93%,Indie
12409,100%,Indie
12427,93%,Indie
12428,88%,Indie
12431,86%,Indie
12433,76%,Indie
12434,95%,Indie
12435,82%,Indie
12436,100%,Indie
12437,95%,Indie
12442,70%,Indie
12443,72%,Indie
12444,78%,Indie
12454,53%,Indie
12456,86%,Indie
12459,90%,Indie
12464,76%,Indie
12469,75%,Indie
12479,65%,Indie
12482,96%,Indie
12484,84%,Indie
12485,70%,Indie
12486,100%,Indie
12489,50%,Indie
12490,93%,Indie
12494,68%,Indie
12499,64%,Indie
12504,35%,Indie
12505,17%,Indie
12510,63%,Indie
12517,89%,Indie
12519,75%,Indie
12535,82%,Indie
12536,90%,Indie
12537,82%,Indie
12545,17%,Indie
12547,67%,Indie
12549,84%,Indie
12550,67%,Indie
12551,64%,Indie
12558,85%,Indie
12561,47%,Indie
12587,80%,Indie
12591,96%,Indie
12598,51%,Indie
12600,78%,Indie
12602,72%,Indie
12606,90%,Indie
12619,29%,Indie
12620,94%,Indie
12627,51%,Indie
12631,73%,Indie
12647,92%,Indie
12648,86%,Indie
12649,80%,Indie
12654,85%,Indie
12663,58%,Indie
12664,86%,Indie
12666,99%,Indie
12667,66%,Indie
12668,37%,Indie
12677,87%,Indie
12678,62%,Indie
12679,34%,Indie
12681,47%,Indie
12690,100%,Indie
12696,60%,Indie
12702,80%,Indie
12704,58%,Indie
12712,93%,Indie
12713,77%,Indie
12716,50%,Indie
12717,85%,Indie
12718,55%,Indie
12719,47%,Indie
12724,48%,Indie
12727,83%,Indie
12729,60%,Indie
12731,70%,Indie
12732,90%,Indie
12736,98%,Indie
12737,86%,Indie
12740,75%,Indie
12742,36%,Indie
12743,44%,Indie
12748,93%,Indie
12749,68%,Indie
12752,90%,Indie
12761,65%,Indie
12763,81%,Indie
12767,82%,Indie
12774,97%,Indie
12780,91%,Indie
12782,72%,Indie
12789,95%,Indie
12790,94%,Indie
12791,45%,Indie
12792,84%,Indie
12794,95%,Indie
12795,67%,Indie
12800,90%,Indie
12807,69%,Indie
12815,94%,Indie
12818,60%,Indie
12821,69%,Indie
12824,69%,Indie
12825,72%,Indie
12827,78%,Indie
12828,60%,Indie
12831,95%,Indie
12832,50%,Indie
12841,64%,Indie
12845,72%,Indie
12851,71%,Indie
12854,72%,Indie
12856,85%,Indie
12859,60%,Indie
12862,88%,Indie
12863,71%,Indie
12867,100%,Indie
12872,83%,Indie
12873,66%,Indie
12877,97%,Indie
12878,98%,Indie
12880,35%,Indie
12887,90%,Indie
12888,52%,Indie
12889,50%,Indie
12900,79%,Indie
12901,91%,Indie
12902,91%,Indie
12903,54%,Indie
12907,77%,Indie
12909,78%,Indie
12913,85%,Indie
12917,76%,Indie
12923,89%,Indie
12924,56%,Indie
12927,81%,Indie
12928,81%,Indie
12933,80%,Indie
12936,95%,Indie
12937,43%,Indie
12943,100%,Indie
12946,84%,Indie
12947,95%,Indie
12951,87%,Indie
12962,29%,Indie
12963,77%,Indie
12964,88%,Indie
12973,87%,Indie
12975,83%,Indie
12977,38%,Indie
12979,98%,Indie
12981,66%,Indie
12983,97%,Indie
12984,75%,Indie
12986,85%,Indie
12988,42%,Indie
12991,76%,Indie
12992,73%,Indie
12995,61%,Indie
13009,65%,Indie
13010,86%,Indie
13012,66%,Indie
13013,60%,Indie
13014,83%,Indie
13017,66%,Indie
13021,73%,Indie
13022,93%,Indie
13026,85%,Indie
13027,48%,Indie
13028,62%,Indie
13030,79%,Indie
13033,89%,Indie
13034,72%,Indie
13040,92%,Indie
13041,57%,Indie
13046,82%,Indie
13047,86%,Indie
13055,80%,Indie
13057,38%,Indie
13067,64%,Indie
13078,91%,Indie
13079,70%,Indie
13081,67%,Indie
13082,75%,Indie
13086,78%,Indie
13089,79%,Indie
13090,91%,Indie
13092,87%,Indie
13095,62%,Indie
13097,77%,Indie
13100,68%,Indie
13101,94%,Indie
13117,63%,Indie
13121,96%,Indie
13122,89%,Indie
13125,70%,Indie
13132,60%,Indie
13137,100%,Indie
13140,89%,Indie
13144,77%,Indie
13146,100%,Indie
13148,85%,Indie
13152,92%,Indie
13154,98%,Indie
13156,81%,Indie
13158,73%,Indie
13167,79%,Indie
13172,100%,Indie
13174,72%,Indie
13175,65%,Indie
13179,45%,Indie
13184,84%,Indie
13186,12%,Indie
13188,46%,Indie
13189,40%,Indie
13193,71%,Indie
13194,89%,Indie
13199,86%,Indie
13200,91%,Indie
13202,79%,Indie
13213,91%,Indie
13221,93%,Indie
13227,63%,Indie
13230,81%,Indie
13236,49%,Indie
13239,53%,Indie
13240,61%,Indie
13242,70%,Indie
13259,64%,Indie
13260,80%,Indie
13261,71%,Indie
13265,81%,Indie
13267,88%,Indie
13270,72%,Indie
13279,72%,Indie
13281,79%,Indie
13289,67%,Indie
13292,94%,Indie
13295,80%,Indie
13298,90%,Indie
13299,68%,Indie
13302,98%,Indie
13303,36%,Indie
13310,56%,Indie
13311,77%,Indie
13313,64%,Indie
13317,56%,Indie
13321,89%,Indie
13322,75%,Indie
13325,95%,Indie
13331,82%,Indie
13332,66%,Indie
13335,89%,Indie
13336,100%,Indie
13344,52%,Indie
13346,84%,Indie
13349,70%,Indie
13350,90%,Indie
13352,94%,Indie
13353,52%,Indie
13355,92%,Indie
13357,75%,Indie
13358,100%,Indie
13363,77%,Indie
13365,63%,Indie
13369,54%,Indie
13371,79%,Indie
13377,58%,Indie
13378,91%,Indie
13393,62%,Indie
13396,18%,Indie
13404,83%,Indie
13408,75%,Indie
13411,51%,Indie
13414,60%,Indie
13419,96%,Indie
13421,83%,Indie
13422,96%,Indie
13423,100%,Indie
13424,68%,Indie
13439,93%,Indie
13440,94%,Indie
13442,70%,Indie
13445,79%,Indie
13451,72%,Indie
13452,87%,Indie
13453,62%,Indie
13454,90%,Indie
13457,72%,Indie
13458,55%,Indie
13463,34%,Indie
13468,93%,Indie
13469,75%,Indie
13472,87%,Indie
13473,80%,Indie
13475,72%,Indie
13476,84%,Indie
13477,63%,Indie
13480,90%,Indie
13483,61%,Indie
13484,70%,Indie
13486,60%,Indie
13487,88%,Indie
13492,72%,Indie
13501,97%,Indie
13504,84%,Indie
13507,85%,Indie
13513,69%,Indie
13515,92%,Indie
13522,90%,Indie
13523,48%,Indie
13524,88%,Indie
13525,70%,Indie
13526,92%,Indie
13528,83%,Indie
13531,63%,Indie
13534,98%,Indie
13537,93%,Indie
13543,93%,Indie
13546,60%,Indie
13551,71%,Indie
13553,56%,Indie
13556,82%,Indie
13559,82%,Indie
13562,6%,Indie
13568,82%,Indie
13569,100%,Indie
13570,81%,Indie
13576,88%,Indie
13578,35%,Indie
13579,67%,Indie
13586,83%,Indie
13590,62%,Indie
13592,62%,Indie
13595,82%,Indie
13598,90%,Indie
13604,39%,Indie
13608,88%,Indie
13609,90%,Indie
13611,71%,Indie
13612,46%,Indie
13616,95%,Indie
13619,38%,Indie
13622,70%,Indie
13623,92%,Indie
13626,90%,Indie
13627,67%,Indie
13632,48%,Indie
13638,87%,Indie
13639,92%,Indie
13644,55%,Indie
13645,91%,Indie
13646,90%,Indie
13648,87%,Indie
13652,93%,Indie
13654,86%,Indie
13656,51%,Indie
13657,63%,Indie
13659,47%,Indie
13660,82%,Indie
13661,47%,Indie
13668,87%,Indie
13669,64%,Indie
13670,61%,Indie
13672,94%,Indie
13676,81%,Indie
13677,87%,Indie
13680,97%,Indie
13681,73%,Indie
13684,84%,Indie
13685,84%,Indie
13686,87%,Indie
13687,100%,Indie
13688,95%,Indie
13689,95%,Indie
13690,10%,Indie
13693,38%,Indie
13696,75%,Indie
13697,68%,Indie
13699,86%,Indie
13701,89%,Indie
13706,82%,Indie
13712,64%,Indie
13713,32%,Indie
13716,100%,Indie
13723,50%,Indie
13724,77%,Indie
13726,73%,Indie
13728,88%,Indie
13731,88%,Indie
13732,79%,Indie
13735,94%,Indie
13738,31%,Indie
13744,34%,Indie
13745,20%,Indie
13746,83%,Indie
13747,66%,Indie
13751,76%,Indie
13754,86%,Indie
13757,96%,Indie
13759,92%,Indie
13761,100%,Indie
13762,92%,Indie
13765,72%,Indie
13768,63%,Indie
13770,79%,Indie
13771,83%,Indie
13777,53%,Indie
13779,92%,Indie
13780,76%,Indie
13782,59%,Indie
13794,94%,Indie
13796,53%,Indie
13807,82%,Indie
13813,73%,Indie
13820,91%,Indie
13821,83%,Indie
13822,83%,Indie
13826,89%,Indie
13832,65%,Indie
13835,53%,Indie
13846,92%,Indie
13847,15%,Indie
13851,70%,Indie
13853,82%,Indie
13854,92%,Indie
13855,77%,Indie
13860,95%,Indie
13864,70%,Indie
13872,72%,Indie
13878,73%,Indie
13879,69%,Indie
13882,29%,Indie
13884,70%,Indie
13885,90%,Indie
13887,73%,Indie
13890,19%,Indie
13892,90%,Indie
13897,92%,Indie
13899,72%,Indie
13908,100%,Indie
13909,95%,Indie
13911,50%,Indie
13913,63%,Indie
13918,56%,Indie
13922,29%,Indie
13925,97%,Indie
13940,65%,Indie
13945,27%,Indie
13959,73%,Indie
13962,68%,Indie
13963,90%,Indie
13964,69%,Indie
13972,80%,Indie
13979,55%,Indie
13980,91%,Indie
13984,91%,Indie
13989,80%,Indie
13995,39%,Indie
13997,66%,Indie
14005,50%,Indie
14009,88%,Indie
14010,60%,Indie
14015,88%,Indie
14017,69%,Indie
14020,95%,Indie
14021,60%,Indie
14026,88%,Indie
14029,93%,Indie
14030,37%,Indie
14034,91%,Indie
14038,85%,Indie
14039,17%,Indie
14040,68%,Indie
14041,84%,Indie
14042,89%,Indie
14044,81%,Indie
14051,82%,Indie
14052,80%,Indie
14057,70%,Indie
14058,62%,Indie
14059,87%,Indie
14060,86%,Indie
14063,96%,Indie
14072,94%,Indie
14075,91%,Indie
14082,93%,Indie
14083,87%,Indie
14086,34%,Indie
14087,75%,Indie
14092,61%,Indie
14096,87%,Indie
14098,94%,Indie
14099,98%,Indie
14100,92%,Indie
14104,75%,Indie
14106,74%,Indie
14107,88%,Indie
14109,62%,Indie
14112,63%,Indie
14126,81%,Indie
14130,79%,Indie
14135,55%,Indie
14143,71%,Indie
14145,91%,Indie
14153,81%,Indie
14156,46%,Indie
14158,50%,Indie
14160,65%,Indie
14162,94%,Indie
14165,56%,Indie
14166,88%,Indie
14174,69%,Indie
14175,64%,Indie
14176,94%,Indie
14178,76%,Indie
14183,81%,Indie
14185,91%,Indie
14187,67%,Indie
14190,83%,Indie
14209,78%,Indie
14214,86%,Indie
14223,77%,Indie
14226,88%,Indie
14228,40%,Indie
14232,33%,Indie
14233,61%,Indie
14235,89%,Indie
14242,86%,Indie
14243,100%,Indie
14246,85%,Indie
14247,90%,Indie
14248,60%,Indie
14249,88%,Indie
14261,74%,Indie
14263,80%,Indie
14265,38%,Indie
14266,93%,Indie
14267,93%,Indie
14268,90%,Indie
14280,63%,Indie
14282,85%,Indie
14287,78%,Indie
14289,100%,Indie
14290,79%,Indie
14291,88%,Indie
14295,81%,Indie
14298,90%,Indie
14300,63%,Indie
14301,59%,Indie
14305,96%,Indie
14313,94%,Indie
14314,65%,Indie
14318,52%,Indie
14324,54%,Indie
14331,89%,Indie
14336,81%,Indie
14348,92%,Indie
14351,83%,Indie
14352,84%,Indie
14358,47%,Indie
14361,50%,Indie
14362,56%,Indie
14364,84%,Indie
14365,66%,Indie
14367,84%,Indie
14368,73%,Indie
14371,86%,Indie
14375,71%,Indie
14379,85%,Indie
14380,84%,Indie
14381,60%,Indie
14384,88%,Indie
14385,95%,Indie
14391,74%,Indie
14400,87%,Indie
14409,70%,Indie
14412,81%,Indie
14414,73%,Indie
14423,76%,Indie
14430,79%,Indie
14434,92%,Indie
14435,90%,Indie
14439,90%,Indie
14443,63%,Indie
14449,92%,Indie
14452,86%,Indie
14453,44%,Indie
14465,35%,Indie
